row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,1.651.469,2.965.925,1651469.0,2965925.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,104.829,242.711,104829.0,242711.0
Bằng VND,Bằng VND,Bằng VND,103.982,241.862,103982.0,241862.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,847,849,847.0,849.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,1.546.640,2.723.214,1546640.0,2723214.0
Bằng VND,Bằng VND,Bằng VND,460.000,1.004.000,460000.0,1004000.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,1.086.640,1.719.214,1086640.0,1719214.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,2.510,253.668,2510.0,253668.0
Vay các TCTD khác bằng VND,Vay các TCTD khác bằng VND,Vay các TCTD khác bằng VND,870,1.610,870.0,1610.0
Vay các TCTD khác bằng ngoại tệ,Vay các TCTD khác bằng ngoại tệ,Vay các TCTD khác bằng ngoại tệ,1.640,252.058,1640.0,252058.0
Cộng,Cộng,Cộng,1.653.979,3.219.593,1653979.0,3219593.0
