row_label_raw,row_label_full,col_0,Tổng dư nợ tiền gửi cho vay,Tổng tiền gửi và tiền vay,Các cam kết tín dụng,Chứng khoán đầu tư,Công cụ tài chính phải sinh,numeric__Tổng dư nợ tiền gửi cho vay,numeric__Tổng tiền gửi và tiền vay,numeric__Các cam kết tín dụng,numeric__Chứng khoán đầu tư,numeric__Công cụ tài chính phải sinh
Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,,,,,
Trong nước,Số cuối năm > Trong nước,Trong nước,21.747.354,19.877.613,311.056,752.229,3.243.385,21747354.0,19877613.0,311056.0,752229.0,3243385.0
Nước ngoài,Nước ngoài,Nước ngoài,-,-,-,-,-,,,,,
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,,
Trong nước,Số đầu năm > Trong nước,Trong nước,20.311.730,18.887.351,269.159,1.050.857,926.800,20311730.0,18887351.0,269159.0,1050857.0,926800.0
Nước ngoài,Nước ngoài,Nước ngoài,-,-,-,-,-,,,,,
