row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,%,31/12/2019Triệu VND,%_1,numeric__31/12/2020Triệu VND,numeric__%,numeric__31/12/2019Triệu VND,numeric__%_1
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",68.526.272,"23,41",44.555.277,"17,55",68526272.0,23.41,44555277.0,17.55
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",47.503.963,"16,23",39.540.447,"15,58",47503963.0,16.23,39540447.0,15.58
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",37.957.746,"12,97",37.620.506,"14,82",37957746.0,12.97,37620506.0,14.82
Xây dựng,Xây dựng,Xây dựng,41.469.088,"14,16",36.252.641,"14,28",41469088.0,14.16,36252641.0,14.28
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",22.602.530,"7,72",18.239.684,"7,18",22602530.0,7.72,18239684.0,7.18
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,16.865.935,"5,76",20.812.847,"8,20",16865935.0,5.76,20812847.0,8.2
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",4.080.963,"1,39",4.128.152,"1,63",4080963.0,1.39,4128152.0,1.63
Khai khoáng,Khai khoáng,Khai khoáng,2.632.518,"0,90",3.192.522,"1,26",2632518.0,0.9,3192522.0,1.26
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",6.254.843,"2,14",2.374.742,"0,94",6254843.0,2.14,2374742.0,0.94
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,1.716.336,"0,59",1.674.156,"0,66",1716336.0,0.59,1674156.0,0.66
"Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm",996.051,"0,34",1.506.724,"0,59",996051.0,0.34,1506724.0,0.59
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,138.481,"0,05",507.655,"0,20",138481.0,0.05,507655.0,0.2
"Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải",1.181.738,"0,40",211.064,"0,08",1181738.0,0.4,211064.0,0.08
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",197.529,"0,07",103.752,"0,04",197529.0,0.07,103752.0,0.04
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,90.537,"0,03",413.772,"0,16",90537.0,0.03,413772.0,0.16
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",72.447,"0,02",114.364,"0,05",72447.0,0.02,114364.0,0.05
"Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc",50.488,"0,02",15.131,"0,01",50488.0,0.02,15131.0,0.01
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,47.654,"0,02",45.455,"0,02",47654.0,0.02,45455.0,0.02
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,19.678,"0,01",65.300,"0,03",19678.0,0.01,65300.0,0.03
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,40.363.558,"13,77",42.520.617,"16,72",40363558.0,13.77,42520617.0,16.72
,,,292.768.355,"100,00",253.894.808,"100,00",292768355.0,100.0,253894808.0,100.0
