row_label_raw,row_label_full,col_0,Dự phòng rủi ro các khoản ủy thác đầu tư (*) Triệu VND,Dự phòng rủi ro các tài sản Có khác Triệu VND,Tổng cộng Triệu VND,numeric__Dự phòng rủi ro các khoản ủy thác đầu tư (*) Triệu VND,numeric__Dự phòng rủi ro các tài sản Có khác Triệu VND,numeric__Tổng cộng Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,441.958,59.799,501.757,441958.0,59799.0,501757.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,450.055,276.971,727.026,450055.0,276971.0,727026.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(892.013),(392),(892.405),-892013.0,-392.0,-892405.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,-,336.378,336.378,,336378.0,336378.0
