row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.554.080,1.679.027,,4.0,1554080.0,1679027.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,13.997.150,9.194.229,,5.0,13997150.0,9194229.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,36.909.903,39.037.922,,6.0,36909903.0,39037922.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,36.909.227,39.037.922,,,36909227.0,39037922.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,676,-,,,676.0,
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,134.441,172.946,,7.0,134441.0,172946.0
VI,A > VI,VI,Cho vay khách hàng,,289.435.406,250.839.421,,,289435406.0,250839421.0
1,A > 1,1,Cho vay khách hàng,8,292.768.355,253.894.808,,8.0,292768355.0,253894808.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(3.332.949),(3.055.387),,9.0,-3332949.0,-3055387.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,28.639.598,21.604.317,,,28639598.0,21604317.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,10,16.386.007,6.558.244,,10.0,16386007.0,6558244.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,11,13.132.592,15.780.793,,11.0,13132592.0,15780793.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,12,(879.001),(734.720),,12.0,-879001.0,-734720.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",13,4.001.401,4.068.620,,13.0,4001401.0,4068620.0
1,A > 1,1,Đầu tư vào công ty con,,3.868.261,3.935.480,,,3868261.0,3935480.0
4,A > 4,4,Đầu tư dài hạn khác,,165.891,165.891,,,165891.0,165891.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(32.751),(32.751),,,-32751.0,-32751.0
X,A > X,X,Tài sản cố định,,4.811.078,4.766.876,,,4811078.0,4766876.0
1,A > 1,1,Tài sản cố định hữu hình,14,485.781,453.262,,14.0,485781.0,453262.0
a,A > a,a,Nguyên giá,,1.182.567,1.130.178,,,1182567.0,1130178.0
b,A > b,b,Giá trị hao mòn lũy kế,,(696.786),(676.916),,,-696786.0,-676916.0
3,A > 3,3,Tài sản cố định vô hình,15,4.325.297,4.313.614,,15.0,4325297.0,4313614.0
a,A > a,a,Nguyên giá,,4.599.119,4.570.821,,,4599119.0,4570821.0
b,A > b,b,Giá trị hao mòn lũy kế,,(273.822),(257.207),,,-273822.0,-257207.0
XII,A > XII,XII,Tài sản Có khác,16,27.965.746,29.846.416,,16.0,27965746.0,29846416.0
1,A > 1,1,Các khoản phải thu,,19.470.691,14.998.861,,,19470691.0,14998861.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,7.453.170,7.990.106,,,7453170.0,7990106.0
4,A > 4,4,Tài sản Có khác,,1.378.263,7.359.206,,,1378263.0,7359206.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(336.378),(501.757),,,-336378.0,-501757.0
,,,TỔNG TÀI SẢN,,407.448.803,361.209.774,,,407448803.0,361209774.0
