row_label_raw,row_label_full,col_0,col_1,2020Triệu VND,2019Triệu VND,numeric__col_1,numeric__2020Triệu VND,numeric__2019Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01,01,01,Mua sắm tài sản cố định,(94.614),(125.390),,-94614.0,-125390.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",536,1.892,,536.0,1892.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",-,21.000,,,21000.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",66.293,129.921,,66293.0,129921.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,(27.785),27.423,,-27785.0,27423.0
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01,01,01,Tăng vốn điều lệ từ phát hành cổ phiếu,2.959.560,-,,2959560.0,
04,04,04,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(445),(436),,-445.0,-436.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,2.959.115,(436),,2959115.0,-436.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,2.549.279,10.769.883,,2549279.0,10769883.0
V,V,V,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,49.911.178,39.141.295,,49911178.0,39141295.0
VII,VII,VII,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM (THUYẾT MINH 32),52.460.457,49.911.178,,52460457.0,49911178.0
