row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lưu chuyển tiền từ hoạt động kinh doanh,1. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1.,1. Lưu chuyển tiền từ hoạt động kinh doanh > 1.,1.,Lợi nhuận trước thuế,01,,57.941.776.019,16.200.255.923,,1.0,,57941776019.0,16200255923.0
2.,2.,2.,Điều chính cho các khoản:,,,,,,,,,
-,2. > -,-,Khấu hao tài sản cố định và bất động sản đầu tư,02,,17.236.642.581,6.360.043.322,,2.0,,17236642581.0,6360043322.0
-,2. > -,-,Các khoản dự phòng,03,,-,-,,3.0,,,
-,2. > -,-,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,-,721.935.013,,4.0,,,721935013.0
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,,2.990.330.179,(6.296.012.242),,5.0,,2990330179.0,-6296012242.0
-,2. > -,-,Chỉ phí lãi vay,06,,114.976.065.796,174.158.583.403,,6.0,,114976065796.0,174158583403.0
-,2. > -,-,Các khoản điều chỉnh khác,07,,-,-,,7.0,,,
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,193.144.814.575,191.144.805.419,,8.0,,193144814575.0,191144805419.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,,1.536.365.310.622,(2.037.393.497.357),,9.0,,1536365310622.0,-2037393497357.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,,(102.093.754.530),(505.360.617.455),,10.0,,-102093754530.0,-505360617455.0
-,2. > -,-,"Tăng, giảm các khoản phải trả",11,,254.539.562.232,2.399.906.646.165,,11.0,,254539562232.0,2399906646165.0
-,2. > -,-,"Tăng, giảm chỉ phí trả trước",12,,(47.847.944.463),4.446.879.915,,12.0,,-47847944463.0,4446879915.0
-,2. > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,-,-,,13.0,,,
-,2. > -,-,Tiền lãi vay đã trả,14,,(119.081.716.683),(170.052.932.516),,14.0,,-119081716683.0,-170052932516.0
-,2. > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,,(3.722.333.471),(1.700.353.981),,15.0,,-3722333471.0,-1700353981.0
-,2. > -,-,Tiền thu khác từ hoạt động kinh doanh,16,,111.473.100.000,-,,16.0,,111473100000.0,
-,2. > -,-,Tiền chỉ khác cho hoạt động kinh doanh,17,,-,(111.473.100.000),,17.0,,,-111473100000.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,1.822.777.038.282,(230.482.169.810),,20.0,,1822777038282.0,-230482169810.0
II.,II.,II.,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,,
1.,II. > 1.,1.,"Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,,(192.000.336.123),(19.786.329.911),,21.0,,-192000336123.0,-19786329911.0
2.,II. > 2.,2.,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,,2.466.005.855,-,,22.0,,2466005855.0,
3.,II. > 3.,3.,"Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",23,,(36.922.000.000),(106.489.261.118),,23.0,,-36922000000.0,-106489261118.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,22.396.032.777,164.394.725.318,,24.0,,22396032777.0,164394725318.0
5.,II. > 5.,5.,Tiền chỉ đầu tư góp vốn vào đơn vị khác,25,,(74.196.385.934),(9.066.641.909),,25.0,,-74196385934.0,-9066641909.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,-,-,,26.0,,,
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,2.408.987.353,9.235.077.048,,27.0,,2408987353.0,9235077048.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(275.847.696.072),38.287.569.428,,30.0,,-275847696072.0,38287569428.0
