row_label_raw,row_label_full,col_0,Mã số,Số liệu theo BCTC đã kiểm toán,Số liệu điều chỉnh lại,Số liệu theo BCTC hợp nhất sau điều chỉnh,numeric__Mã số,numeric__Số liệu theo BCTC đã kiểm toán,numeric__Số liệu điều chỉnh lại,numeric__Số liệu theo BCTC hợp nhất sau điều chỉnh
Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,Báo cáo lưu chuyển tiền tệ hợp nhất,,,,
Tiền chỉ khác cho hoạt động kinh doanh,Báo cáo lưu chuyển tiền tệ hợp nhất > Tiền chỉ khác cho hoạt động kinh doanh,Tiền chỉ khác cho hoạt động kinh doanh,17,-,(111.473.100.000),(111.473.100.000),17.0,,-111473100000.0,-111473100000.0
"Tiền chỉ đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","Báo cáo lưu chuyển tiền tệ hợp nhất > Tiền chỉ đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","Tiền chỉ đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(131.259.429.911),111.473.100.000,(19.786.329.911),21.0,-131259429911.0,111473100000.0,-19786329911.0
