row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,25,5.532.197.539.753,5.586.522.143.460,1.0,25.0,5532197539753.0,5586522143460.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,25,769.164.396,2.920.905.154,2.0,25.0,769164396.0,2920905154.0
3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,10,,5.531.428.375.357,5.583.601.238.306,10.0,,5531428375357.0,5583601238306.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,26,4.235.073.827.337,4.408.292.433.992,11.0,26.0,4235073827337.0,4408292433992.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,1.296.354.548.020,1.175.308.804.314,20.0,,1296354548020.0,1175308804314.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,27,468.430.348.096,571.957.534.305,21.0,27.0,468430348096.0,571957534305.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,28,709.387.970.116,893.787.767.347,22.0,28.0,709387970116.0,893787767347.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,517.265.219.567,741.783.707.596,23.0,,517265219567.0,741783707596.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,398.257.465.388,262.907.865.715,24.0,,398257465388.0,262907865715.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,29,105.161.091,103.377.726,25.0,29.0,105161091.0,103377726.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,29,446.339.374.584,404.588.855.525,26.0,29.0,446339374584.0,404588855525.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.007.209.855.713,711.694.203.736,30.0,,1007209855713.0,711694203736.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,30,22.769.797.865,37.752.357.338,31.0,30.0,22769797865.0,37752357338.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,31,38.265.130.153,54.979.554.086,32.0,31.0,38265130153.0,54979554086.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,(15.495.332.288),(17.227.196.748),40.0,,-15495332288.0,-17227196748.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,991.714.523.425,694.467.006.988,50.0,,991714523425.0,694467006988.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,,129.108.737.045,124.922.253.421,51.0,,129108737045.0,124922253421.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,,6.885.130.345,54.375.443.272,52.0,,6885130345.0,54375443272.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,855.720.656.035,515.169.310.295,60.0,,855720656035.0,515169310295.0
19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,61,,613.654.209.489,431.581.723.870,61.0,,613654209489.0,431581723870.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,242.066.446.546,83.587.586.425,62.0,,242066446546.0,83587586425.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,32,1.365,944,70.0,32.0,1365.0,944.0
22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,71,33,1.365,944,71.0,33.0,1365.0,944.0
