row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,4 - 6,
BẢNG CÂN ĐỐI KÊ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KÊ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KÊ TOÁN HỢP NHẤT,7 – 10,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CÂN ĐỐI KÊ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,11,11.0
BÁO CÁO LUÙ CHUYỀN TIỀN TỆ HỢP NHẤT,BÁO CÁO LUÙ CHUYỀN TIỀN TỆ HỢP NHẤT,BÁO CÁO LUÙ CHUYỀN TIỀN TỆ HỢP NHẤT,12 – 13,
THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,14 - 52,
