row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,,
Cổ tức đã nhận,Công ty Cổ phần Sông Đà 2 > Cổ tức đã nhận,Cổ tức đã nhận,-,3.528.000.000,,3528000000.0
Công ty TNHH điện Xekaman 1,Công ty TNHH điện Xekaman 1,Công ty TNHH điện Xekaman 1,Công ty TNHH điện Xekaman 1,Công ty TNHH điện Xekaman 1,,
Thu tiền thanh toán khối lượng thu công trình,Công ty TNHH điện Xekaman 1 > Thu tiền thanh toán khối lượng thu công trình,Thu tiền thanh toán khối lượng thu công trình,3.000.000.000,-,3000000000.0,
Công ty TNHH điện Xekaman 3,Công ty TNHH điện Xekaman 3,Công ty TNHH điện Xekaman 3,Công ty TNHH điện Xekaman 3,Công ty TNHH điện Xekaman 3,,
Doanh thu cung cấp dịch vụ,Công ty TNHH điện Xekaman 3 > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,2.001.434.377,26.724.479.935,2001434377.0,26724479935.0
Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Cơ khí Lắp máy Sông Đà > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,-,1.810.283.850,,1810283850.0
Chi phí giá vốn,Công ty Cổ phần Cơ khí Lắp máy Sông Đà > Chi phí giá vốn,Chi phí giá vốn,-,24.091.220.169,,24091220169.0
Lãi cho vay,Công ty Cổ phần Cơ khí Lắp máy Sông Đà > Lãi cho vay,Lãi cho vay,-,952.621,,952621.0
"Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng","Công ty Cổ phần Cơ khí Lắp máy Sông Đà > Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng","Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng",-,3.000.000.000,,3000000000.0
Công ty Cổ phần điện Việt Lào,Công ty Cổ phần điện Việt Lào,Công ty Cổ phần điện Việt Lào,Công ty Cổ phần điện Việt Lào,Công ty Cổ phần điện Việt Lào,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần điện Việt Lào > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,1.072.890.763,801.861.036,1072890763.0,801861036.0
Thu nợ gốc cho vay,Công ty Cổ phần điện Việt Lào > Thu nợ gốc cho vay,Thu nợ gốc cho vay,10.000.000.000,-,10000000000.0,
Lãi cho vay,Công ty Cổ phần điện Việt Lào > Lãi cho vay,Lãi cho vay,62.722.291.524,57.808.620.170,62722291524.0,57808620170.0
Cổ tức đã nhận,Công ty Cổ phần điện Việt Lào > Cổ tức đã nhận,Cổ tức đã nhận,384.300.808.000,224.690.070.000,384300808000.0,224690070000.0
Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin,,
Doanh thu cung cấp dịch vụ,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,-,381.782.179,,381782179.0
Chi phí giá vốn,Công ty TNHH Tư vấn Xây dựngSông Đà – Ucrin > Chi phí giá vốn,Chi phí giá vốn,-,72.750.000,,72750000.0
