row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,10.976.200.581.479,10.714.962.435.635,100.0,,10976200581479.0,10714962435635.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,1.764.827.369.623,1.548.418.426.150,110.0,4.0,1764827369623.0,1548418426150.0
1. Tiền,1. Tiền,1. Tiền,111,,1.358.452.369.623,1.088.218.426.150,111.0,,1358452369623.0,1088218426150.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,406.375.000.000,460.200.000.000,112.0,,406375000000.0,460200000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,1.992.449.429.387,1.770.835.442.241,120.0,5.0,1992449429387.0,1770835442241.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,5.1,172.618.561,172.618.561,121.0,51.0,172618561.0,172618561.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,-,-,122.0,,,
3. Đầu tư nắm giữ đến ngày đáo hạn,3. Đầu tư nắm giữ đến ngày đáo hạn,3. Đầu tư nắm giữ đến ngày đáo hạn,123,5.2,1.992.276.810.826,1.770.662.823.680,123.0,52.0,1992276810826.0,1770662823680.0
III Các khoản phải thu ngắn hạn,III Các khoản phải thu ngắn hạn,III Các khoản phải thu ngắn hạn,130,,5.262.338.848.196,5.296.175.568.223,130.0,,5262338848196.0,5296175568223.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,2.495.244.435.174,2.620.999.509.751,131.0,6.0,2495244435174.0,2620999509751.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,8,470.754.147.199,280.631.308.634,132.0,8.0,470754147199.0,280631308634.0
3. Phải thu nội bộ ngắn hạn,3. Phải thu nội bộ ngắn hạn,3. Phải thu nội bộ ngắn hạn,133,,-,-,133.0,,,
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,134.0,,,
5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,135,9,3.172.398.486.840,3.150.845.464.541,135.0,9.0,3172398486840.0,3150845464541.0
6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,136,7,1.322.363.393.952,1.340.686.082.689,136.0,7.0,1322363393952.0,1340686082689.0
7. Dự phòng các khoản phải thu ngắn hạn khó đòi,7. Dự phòng các khoản phải thu ngắn hạn khó đòi,7. Dự phòng các khoản phải thu ngắn hạn khó đòi,137,10,(2.208.251.250.206),(2.106.816.432.629),137.0,10.0,-2208251250206.0,-2106816432629.0
8. Tài sản thiếu chờ xử lý,8. Tài sản thiếu chờ xử lý,8. Tài sản thiếu chờ xử lý,139,,9.829.635.237,9.829.635.237,139.0,,9829635237.0,9829635237.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,1.739.938.865.736,1.856.024.545.415,140.0,11.0,1739938865736.0,1856024545415.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.739.938.865.736,1.861.024.545.415,141.0,,1739938865736.0,1861024545415.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,-,(5.000.000.000),149.0,,,-5000000000.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,216.646.068.537,243.508.453.606,150.0,,216646068537.0,243508453606.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12,28.565.737.769,15.188.244.906,151.0,12.0,28565737769.0,15188244906.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,162.937.801.897,191.906.025.461,152.0,,162937801897.0,191906025461.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,19,25.142.528.871,36.414.183.239,153.0,19.0,25142528871.0,36414183239.0
4. Giao dịch mua bán lại trái phiếu Chính phủ,4. Giao dịch mua bán lại trái phiếu Chính phủ,4. Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,154.0,,,
5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,155,,-,-,155.0,,,
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,11.282.338.885.301,12.010.752.406.872,200.0,,11282338885301.0,12010752406872.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.254.624.687.925,1.368.594.196.201,210.0,,1254624687925.0,1368594196201.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,6,717.300.752.042,827.303.296.198,211.0,6.0,717300752042.0,827303296198.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,-,-,212.0,,,
3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,213.0,,,
4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,214,,-,-,214.0,,,
5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,215,9,526.961.104.892,536.655.186.733,215.0,9.0,526961104892.0,536655186733.0
6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,7,10.362.830.991,4.635.713.270,216.0,7.0,10362830991.0,4635713270.0
7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,219,,-,-,219.0,,,
