row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
"Tăng, giảm các khoản phải thu","2. Điều chỉnh cho các khoản > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,,80.481.265.080,488.461.923.240,9.0,,80481265080.0,488461923240.0
"Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản > Tăng, giảm hàng tồn kho","Tăng, giảm hàng tồn kho",10,,120.680.297.758,513.811.928.050,10.0,,120680297758.0,513811928050.0
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","2. Điều chỉnh cho các khoản > Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(40.429.738.765),(1.627.003.925.285),11.0,,-40429738765.0,-1627003925285.0
"Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản > Tăng, giảm chi phí trả trước","Tăng, giảm chi phí trả trước",12,,25.455.511.952,23.297.707.069,12.0,,25455511952.0,23297707069.0
"Tăng, giảm chứng khoán kinh doanh","2. Điều chỉnh cho các khoản > Tăng, giảm chứng khoán kinh doanh","Tăng, giảm chứng khoán kinh doanh",13,,-,-,13.0,,,
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(366.346.850.100),(663.988.704.203),14.0,,-366346850100.0,-663988704203.0
Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(129.996.354.591),(184.444.695.165),15.0,,-129996354591.0,-184444695165.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,-,-,16.0,,,
Tiền chi khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(45.761.954.428),(51.250.986.925),17.0,,-45761954428.0,-51250986925.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,1.616.786.033.443,1.020.305.782.794,20.0,,1616786033443.0,1020305782794.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,
"1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(96.902.599.722),(15.653.619.797),21.0,,-96902599722.0,-15653619797.0
"2. Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 2. Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","2. Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,15.504.198.437,15.850.489.490,22.0,,15504198437.0,15850489490.0
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(287.232.587.231),(103.231.895.119),23.0,,-287232587231.0,-103231895119.0
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,114.799.026.043,775.023.299.688,24.0,,114799026043.0,775023299688.0
5. Tiền chi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 5. Tiền chi đầu tư góp vốn vào đơn vị khác,5. Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(1.360.537.000),-,25.0,,-1360537000.0,
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,28.528.299.999,17.199.503.801,26.0,,28528299999.0,17199503801.0
"7. Tiền thu lãi vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền từ hoạt động đầu tư > 7. Tiền thu lãi vay, cổ tức và lợi nhuận được chia","7. Tiền thu lãi vay, cổ tức và lợi nhuận được chia",27,,272.550.360.461,631.397.941.689,27.0,,272550360461.0,631397941689.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,45.886.160.987,1.320.585.719.752,30.0,,45886160987.0,1320585719752.0
