row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,31/12/2024VND,01/01/2024VND,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024VND,numeric__01/01/2024VND
A - NỘ PHẢI TRẢ,A - NỘ PHẢI TRẢ,A - NỘ PHẢI TRẢ,A - NỘ PHẢI TRẢ,300,,13.145.317.451.774,13.696.271.585.686,,300.0,,13145317451774.0,13696271585686.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,8.579.387.706.058,9.175.412.531.511,,310.0,,8579387706058.0,9175412531511.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,17,1.154.916.716.339,1.190.803.457.685,,311.0,17.0,1154916716339.0,1190803457685.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,18,881.290.704.116,915.814.661.504,,312.0,18.0,881290704116.0,915814661504.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,19,239.483.450.674,253.442.595.101,,313.0,19.0,239483450674.0,253442595101.0
4.,4.,4.,Phải trả người lao động,314,,155.279.630.251,169.301.104.933,,314.0,,155279630251.0,169301104933.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,20,1.333.738.904.236,1.181.508.746.118,,315.0,20.0,1333738904236.0,1181508746118.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,21,216.671.514.532,82.411.260.083,,318.0,21.0,216671514532.0,82411260083.0
9.,9.,9.,Phải trả ngắn hạn khác,319,22,1.338.073.109.371,1.653.833.135.940,,319.0,22.0,1338073109371.0,1653833135940.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,23,3.220.915.297.845,3.688.940.418.370,,320.0,23.0,3220915297845.0,3688940418370.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,,39.018.378.694,39.357.151.777,,322.0,,39018378694.0,39357151777.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,4.565.929.745.716,4.520.859.054.175,,330.0,,4565929745716.0,4520859054175.0
1.,1.,1.,Phải trả người bán dài hạn,331,17,286.130.495.889,319.865.586.743,,331.0,17.0,286130495889.0,319865586743.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,18,2.389.750.380,-,,332.0,18.0,2389750380.0,
3.,3.,3.,Chi phí phải trả dài hạn,333,20,532.854.304.843,-,,333.0,20.0,532854304843.0,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,21,91.160.583.537,99.857.011.256,,336.0,21.0,91160583537.0,99857011256.0
7.,7.,7.,Phải trả dài hạn khác,337,22,78.478.210.481,263.817.039.455,,337.0,22.0,78478210481.0,263817039455.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,23,3.395.044.263.387,3.660.471.064.113,,338.0,23.0,3395044263387.0,3660471064113.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập doanh nghiệp hoãn lại phải trả,341,,179.872.137.199,176.848.352.608,,341.0,,179872137199.0,176848352608.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
