row_label_raw,row_label_full,Số đầu năm,Năm 2024VND > 2.106.816.432.629,Năm 2023VND > 2.198.427.913.166,numeric__Năm 2024VND > 2.106.816.432.629,numeric__Năm 2023VND > 2.198.427.913.166
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,261.903.243.445,161.250.488.326,261903243445.0,161250488326.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(160.468.425.868),(252.861.968.863),-160468425868.0,-252861968863.0
Số cuối năm,Số cuối năm,Số cuối năm,2.208.251.250.206,2.106.816.432.629,2208251250206.0,2106816432629.0
