row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
a) Các khoản chi phí quản lý doanh nghiệp,a) Các khoản chi phí quản lý doanh nghiệp,a) Các khoản chi phí quản lý doanh nghiệp,446.339.374.584,404.588.855.525,446339374584.0,404588855525.0
- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,201.911.795.279,212.405.888.803,201911795279.0,212405888803.0
- Chi phí vật liệu quản lý,- Chi phí vật liệu quản lý,- Chi phí vật liệu quản lý,8.435.501.752,11.454.262.906,8435501752.0,11454262906.0
- Chi phí đồ dùng văn phòng,- Chi phí đồ dùng văn phòng,- Chi phí đồ dùng văn phòng,4.703.815.394,4.110.904.827,4703815394.0,4110904827.0
- Chi phí khấu hao Tài sản cố định,- Chi phí khấu hao Tài sản cố định,- Chi phí khấu hao Tài sản cố định,6.775.691.913,7.309.806.809,6775691913.0,7309806809.0
"- Thuế, phí và lệ phí","- Thuế, phí và lệ phí","- Thuế, phí và lệ phí",5.607.082.279,5.393.065.773,5607082279.0,5393065773.0
- Chi phí dự phòng,- Chi phí dự phòng,- Chi phí dự phòng,86.170.215.717,31.031.581.797,86170215717.0,31031581797.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,33.647.359.009,31.321.989.362,33647359009.0,31321989362.0
- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,99.087.913.241,101.561.355.248,99087913241.0,101561355248.0
b) Các khoản chi phí bán hàng,b) Các khoản chi phí bán hàng,b) Các khoản chi phí bán hàng,105.161.091,103.377.726,105161091.0,103377726.0
- Chi phí nhân viên,- Chi phí nhân viên,- Chi phí nhân viên,99.199.772,-,99199772.0,
- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,- Chi phí bằng tiền khác,5.961.319,103.377.726,5961319.0,103377726.0
Cộng,Cộng,Cộng,446.444.535.675,404.692.233.251,446444535675.0,404692233251.0
