row_label_raw,row_label_full,Số dư đầu năm > Dự phòng rủi ro trích lập trong năm,Chứng khoánđầu tư sẵnsáng để bánTriệu đồng > 248.559 > 39.707,Chứng khoánđầu tư giữ đếngày đáo hạnTriệu đồng > 496.311 > 320.438,TổngTriệu đồng > 744.870 > 360.145,numeric__Chứng khoánđầu tư sẵnsáng để bánTriệu đồng > 248.559 > 39.707,numeric__Chứng khoánđầu tư giữ đếngày đáo hạnTriệu đồng > 496.311 > 320.438,numeric__TổngTriệu đồng > 744.870 > 360.145
Trong đó:,Trong đó:,Trong đó:,,,,,,
Trái phiếu đặc biệt (Thuyết minh số 34),Trong đó: > Trái phiếu đặc biệt (Thuyết minh số 34),Trái phiếu đặc biệt (Thuyết minh số 34),-,320.438,320.438,,320438.0,320438.0
Chứng khoán khác (Thuyết minh số 30),Trong đó: > Chứng khoán khác (Thuyết minh số 30),Chứng khoán khác (Thuyết minh số 30),39.707,-,39.707,39707.0,,39707.0
Giảm dự phòng do bán nợ cho VAMC,Trong đó: > Giảm dự phòng do bán nợ cho VAMC,Giảm dự phòng do bán nợ cho VAMC,(127.149),-,(127.149),-127149.0,,-127149.0
Số dư cuối năm,Trong đó: > Số dư cuối năm,Số dư cuối năm,161.117,816.749,977.866,161117.0,816749.0,977866.0
