row_label_raw,row_label_full,col_0,Giá trị số sách > Ngày 31 tháng 12năm 2018Triệu đồng,Giá trị số sách > Ngày 31 tháng 12năm 2017Triệu đồng,numeric__Giá trị số sách > Ngày 31 tháng 12năm 2018Triệu đồng,numeric__Giá trị số sách > Ngày 31 tháng 12năm 2017Triệu đồng
Bất động sản,Bất động sản,Bất động sản,223.266.429,173.456.281,223266429.0,173456281.0
Động sản,Động sản,Động sản,43.147.192,39.934.274,43147192.0,39934274.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,126.804.811,79.901.398,126804811.0,79901398.0
Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,130.344.800,106.177.159,130344800.0,106177159.0
,,,523.563.232,399.469.112,523563232.0,399469112.0
