row_label_raw,row_label_full,col_0,Lợi nhuận trước thuế,numeric__Lợi nhuận trước thuế
,,,Triệu đồng,
Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,4.087.149,4087149.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,150.952,150952.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,55.092,55092.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,(236.459),-236459.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,(89.420),-89420.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,2.281.696,2281696.0
Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,Giảm lợi nhuận do giảm thu nhập từ góp vốn mua cổ phần,(52.723),-52723.0
Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,(1.875.669),-1875669.0
Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,Giảm lợi nhuận do tăng chi phí dự phòng rủi ro tín dụng,(3.252.173),-3252173.0
,,,1.068.445,1068445.0
