row_label_raw,row_label_full,Vay Ngân hàng Nhà nước Việt Nam,Ngày 31 tháng 12năm 2018Triệu đồng > 1.781.343,Ngày 31 tháng 12năm 2017Triệu đồng > 26.015,numeric__Ngày 31 tháng 12năm 2018Triệu đồng > 1.781.343,numeric__Ngày 31 tháng 12năm 2017Triệu đồng > 26.015
"Vay chiết khấu, tái chiết khấu các giấy tờ có giá","Vay chiết khấu, tái chiết khấu các giấy tờ có giá","Vay chiết khấu, tái chiết khấu các giấy tờ có giá",1.759.184,-,1759184.0,
Vay khác,Vay khác,Vay khác,22.159,26.015,22159.0,26015.0
Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,2.000.000,-,2000000.0,
Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,Tiền gửi của Kho bạc Nhà nước,2.000.000,-,2000000.0,
,,,3.781.343,26.015,3781343.0,26015.0
