row_label_raw,row_label_full,EUR được quy đổi Triệu đồng,USD được quy đổi Triệu đồng,Vàng được quy đổi Triệu đồng,Các loại ngoại tệ khác quy đổi Triệu đồng,Tổng cộng Triệu đồng,numeric__USD được quy đổi Triệu đồng,numeric__Vàng được quy đổi Triệu đồng,numeric__Các loại ngoại tệ khác quy đổi Triệu đồng,numeric__Tổng cộng Triệu đồng
147.809,147.809,147.809,139.960,79.433,260.856,628.058,139960.0,79433.0,260856.0,628058.0
-,-,-,361.595,-,-,361.595,361595.0,,,361595.0
168.301,168.301,168.301,3.175.006,-,160.522,3.503.829,3175006.0,,160522.0,3503829.0
6.710,6.710,6.710,4.798.599,-,-,4.805.309,4798599.0,,,4805309.0
339.373,339.373,339.373,5.798.146,-,16.130,6.153.649,5798146.0,,16130.0,6153649.0
662.193,662.193,662.193,14.273.306,79.433,437.508,15.452.440,14273306.0,79433.0,437508.0,15452440.0
337.992,337.992,337.992,25.336.686,-,16.128,25.690.806,25336686.0,,16128.0,25690806.0
434.862,434.862,434.862,4.963.178,-,442.723,5.840.763,4963178.0,,442723.0,5840763.0
(145.992),(145.992),(145.992),(17.391.355),-,(95.186),(17.632.533),-17391355.0,,-95186.0,-17632533.0
6.799,6.799,6.799,338.967,-,4.237,350.003,338967.0,,4237.0,350003.0
633.661,633.661,633.661,13.247.476,-,367.902,14.249.039,13247476.0,,367902.0,14249039.0
28.532,28.532,28.532,1.025.830,79.433,69.606,1.203.401,1025830.0,79433.0,69606.0,1203401.0
-,-,-,(188.842),-,3.362,(185.480),-188842.0,,3362.0,-185480.0
28.532,28.532,28.532,836.988,79.433,72.968,1.017.921,836988.0,79433.0,72968.0,1017921.0
