row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018%/năm,Ngày 31 tháng 12năm 2017%/năm,numeric__Ngày 31 tháng 12năm 2018%/năm,numeric__Ngày 31 tháng 12năm 2017%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"3,90 - 6,00","1,50 - 6,60",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"2,60 - 3,20","1,65 - 2,00",,
Cấp tín dụng bằng VND,Cấp tín dụng bằng VND,Cấp tín dụng bằng VND,"4,67 - 6,83","3,25 - 5,30",,
Cấp tín dụng bằng ngoại tệ,Cấp tín dụng bằng VND > Cấp tín dụng bằng ngoại tệ,Cấp tín dụng bằng ngoại tệ,"3,00 - 3,30","1,70",,1.7
