row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2018Triệu đồng,Ngày 31 tháng 12năm 2017Triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2018Triệu đồng,numeric__Ngày 31 tháng 12năm 2017Triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,,20.626,3.792,,20626.0,3792.0
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,,66.626.741,76.976.531,,66626741.0,76976531.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,,1.583.073,369.768,,1583073.0,369768.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,,1.582.743,370.388,,1582743.0,370388.0
- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,- Cam kết giao dịch hoán đổi,,63.460.925,76.236.375,,63460925.0,76236375.0
Cam kết cho vay không hủy ngang,Cam kết cho vay không hủy ngang,Cam kết cho vay không hủy ngang,,1.860,-,,1860.0,
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,,14.799.169,8.801.290,,14799169.0,8801290.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,,13.860.017,11.590.623,,13860017.0,11590623.0
Các cam kết khác (*),Các cam kết khác (*),Các cam kết khác (*),,111.197.304,7.034.321,,111197304.0,7034321.0
,,,38,206.505.717,104.406.557,38.0,206505717.0,104406557.0
