row_label_raw,row_label_full,col_0,2018Triệu đồng,2017Triệu đồng,numeric__2018Triệu đồng,numeric__2017Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,5.363.874,3.208.782,5363874.0,3208782.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,328.744,47.669,328744.0,47669.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,2.092.678,1.098.054,2092678.0,1098054.0
Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,20,224.364,20.0,224364.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,46.887,562.948,46887.0,562948.0
Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,1.858.038,289.056,1858038.0,289056.0
Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,70.932,42.376,70932.0,42376.0
Thu nhập hỗ trợ và thu nhập khác,Thu nhập hỗ trợ và thu nhập khác,Thu nhập hỗ trợ và thu nhập khác,966.575,944.315,966575.0,944315.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(682.613),(809.217),-682613.0,-809217.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(389.423),(63.715),-389423.0,-63715.0
Chi phí thanh lý bất động sản đầu tư,Chi phí thanh lý bất động sản đầu tư,Chi phí thanh lý bất động sản đầu tư,-,(17.068),,-17068.0
Chi từ thanh lý tài sản cố định,Chi từ thanh lý tài sản cố định,Chi từ thanh lý tài sản cố định,(1.295),-,-1295.0,
Chi từ thanh lý tài sản khác,Chi từ thanh lý tài sản khác,Chi từ thanh lý tài sản khác,(38.979),(570.875),-38979.0,-570875.0
Chi khác,Chi khác,Chi khác,(252.916),(157.559),-252916.0,-157559.0
,,,4.681.261,2.399.565,4681261.0,2399565.0
