row_label_raw,row_label_full,col_0,Thuyết minh,2018 Triệu đồng,2017 Triệu đồng,numeric__Thuyết minh,numeric__2018 Triệu đồng,numeric__2017 Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,25,40.280.214,34.133.371,25.0,40280214.0,34133371.0
Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,Chi phí lãi và các khoản chi phí tương tự,26,(15.578.639),(13.518.945),26.0,-15578639.0,-13518945.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,24.701.575,20.614.426,,24701575.0,20614426.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,3.818.797,3.210.071,,3818797.0,3210071.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(2.206.301),(1.748.527),,-2206301.0,-1748527.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,27,1.612.496,1.461.544,27.0,1612496.0,1461544.0
Lãi/(lỗ) thuần từ hoạt động kinh doanh ngoại hối,Lãi/(lỗ) thuần từ hoạt động kinh doanh ngoại hối,Lãi/(lỗ) thuần từ hoạt động kinh doanh ngoại hối,28,(103.750),(158.842),28.0,-103750.0,-158842.0
(Lỗ)/lãi thuần từ mua bán chứng khoán kinh doanh,(Lỗ)/lãi thuần từ mua bán chứng khoán kinh doanh,(Lỗ)/lãi thuần từ mua bán chứng khoán kinh doanh,29,(56.821),179.638,29.0,-56821.0,179638.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,30,250.057,339.477,30.0,250057.0,339477.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,5.363.874,3.208.782,,5363874.0,3208782.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(682.613),(809.217),,-682613.0,-809217.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,31,4.681.261,2.399.565,31.0,4681261.0,2399565.0
Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,Thu nhập từ góp vốn mua cổ phần,32,845,53.568,32.0,845.0,53568.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,31.085.663,24.889.376,,31085663.0,24889376.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,33,(10.633.924),(8.758.255),33.0,-10633924.0,-8758255.0
Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lãi thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,20.451.739,16.131.121,,20451739.0,16131121.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,34,(11.253.231),(8.001.058),34.0,-11253231.0,-8001058.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,9.198.508,8.130.063,,9198508.0,8130063.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,(1.842.940),(1.689.296),,-1842940.0,-1689296.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,22,(1.842.940),(1.689.296),22.0,-1842940.0,-1689296.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,7.355.568,6.440.767,,7355568.0,6440767.0
Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),24,3.025,2.820,24.0,3025.0,2820.0
