row_label_raw,row_label_full,col_0,Ngày 31 tháng12 năm 2018Triệu đồng,%,Ngày 31 tháng12 năm 2017(Phân loại lại)Triệu đồng,%_1,numeric__Ngày 31 tháng12 năm 2018Triệu đồng,numeric__%,numeric__Ngày 31 tháng12 năm 2017(Phân loại lại)Triệu đồng,numeric__%_1
"Nông nghiệp, lâm nghiệp và thủy sảnKhai khoáng","Nông nghiệp, lâm nghiệp và thủy sảnKhai khoáng","Nông nghiệp, lâm nghiệp và thủy sảnKhai khoáng",1.149.359,"0,52",3.512.339,"1,92",1149359.0,0.52,3512339.0,1.92
"Nông nghiệp, lâm nghiệp và thủy sảnKhai khoáng","Nông nghiệp, lâm nghiệp và thủy sảnKhai khoáng","Nông nghiệp, lâm nghiệp và thủy sảnKhai khoáng",391.618,"0,18",253.756,"0,14",391618.0,0.18,253756.0,0.14
"Công nghiệp chế biến, chế tạoSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hoảkhông khí","Công nghiệp chế biến, chế tạoSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hoảkhông khí","Công nghiệp chế biến, chế tạoSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hoảkhông khí",11.938.173,"5,38",12.096.569,"6,62",11938173.0,5.38,12096569.0,6.62
"Công nghiệp chế biến, chế tạoSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hoảkhông khí","Công nghiệp chế biến, chế tạoSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hoảkhông khí","Công nghiệp chế biến, chế tạoSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hoảkhông khí",1.865.916,"0,84",2.169.791,"1,19",1865916.0,0.84,2169791.0,1.19
"Cung cấp nước; hoạt động quản lývà xử lý rác thải, nước thảiXây dựngBán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và xe có động cơ khác","Cung cấp nước; hoạt động quản lývà xử lý rác thải, nước thảiXây dựngBán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và xe có động cơ khác","Cung cấp nước; hoạt động quản lývà xử lý rác thải, nước thảiXây dựngBán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và xe có động cơ khác",216.406,"0,10",227.136,"0,12",216406.0,0.1,227136.0,0.12
"Cung cấp nước; hoạt động quản lývà xử lý rác thải, nước thảiXây dựngBán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và xe có động cơ khác","Cung cấp nước; hoạt động quản lývà xử lý rác thải, nước thảiXây dựngBán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và xe có động cơ khác","Cung cấp nước; hoạt động quản lývà xử lý rác thải, nước thảiXây dựngBán buôn và bán lẻ; sửa chữa ô tô,mô tô, xe máy và xe có động cơ khác",19.234.916,"8,67",7.796.693,"4,27",19234916.0,8.67,7796693.0,4.27
"Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm","Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm","Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm",24.644.053,"11,10",22.150.836,"12,13",24644053.0,11.1,22150836.0,12.13
"Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm","Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm","Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm",7.945.263,"3,58",9.321.473,"5,10",7945263.0,3.58,9321473.0,5.1
"Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm","Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm","Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm",9.902.603,"4,46",4.189.673,"2,29",9902603.0,4.46,4189673.0,2.29
"Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm","Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm","Vận tải kho bãiDịch vụ lưu trú và ăn uốngThông tin và truyền thôngHoạt động tài chính, ngân hàng vàbảo hiểm",396.897,"0,18",453.449,"0,25",396897.0,0.18,453449.0,0.25
"Hoạt động của chính, ngân hàng vàbảo hiểm","Hoạt động của chính, ngân hàng vàbảo hiểm","Hoạt động của chính, ngân hàng vàbảo hiểm",3.969.632,"1,79",1.868.409,"1,02",3969632.0,1.79,1868409.0,1.02
"Hoạt động kinh doanh bất động sản- Trong đó: Vay để mua nhà ở, nhậnquyền sử dụng đất để xây nhà ở","Hoạt động kinh doanh bất động sản- Trong đó: Vay để mua nhà ở, nhậnquyền sử dụng đất để xây nhà ở","Hoạt động kinh doanh bất động sản- Trong đó: Vay để mua nhà ở, nhậnquyền sử dụng đất để xây nhà ở",43.341.997,"19,52",33.590.000,"18,39",43341997.0,19.52,33590000.0,18.39
"Hoạt động kinh doanh bất động sản- Trong đó: Vay để mua nhà ở, nhậnquyền sử dụng đất để xây nhà ở","Hoạt động kinh doanh bất động sản- Trong đó: Vay để mua nhà ở, nhậnquyền sử dụng đất để xây nhà ở","Hoạt động kinh doanh bất động sản- Trong đó: Vay để mua nhà ở, nhậnquyền sử dụng đất để xây nhà ở",19.839.780,"8,96",17.956.411,"9,83",19839780.0,8.96,17956411.0,9.83
"Hoạt động chuyên môn, khoa học vàcông nghệ","Hoạt động chuyên môn, khoa học vàcông nghệ","Hoạt động chuyên môn, khoa học vàcông nghệ",638.907,"0,29",234.387,"0,13",638907.0,0.29,234387.0,0.13
Hoạt động hành chính và dịch vụ hỗtrợ,Hoạt động hành chính và dịch vụ hỗtrợ,Hoạt động hành chính và dịch vụ hỗtrợ,1.563.129,"0,70",1.209.101,"0,66",1563129.0,0.7,1209101.0,0.66
"Hoạt động của Đảng công sản, tổchức chính trị-xã hội, quản lý Nhànước, an ninh quốc phòng; bảo đảmxã hội bắt buộc","Hoạt động của Đảng công sản, tổchức chính trị-xã hội, quản lý Nhànước, an ninh quốc phòng; bảo đảmxã hội bắt buộc","Hoạt động của Đảng công sản, tổchức chính trị-xã hội, quản lý Nhànước, an ninh quốc phòng; bảo đảmxã hội bắt buộc",11.539,"0,01",26.242,"0,01",11539.0,0.01,26242.0,0.01
Giáo dục và đào tạoY tế và hoạt động trợ giúp xã hội,Giáo dục và đào tạoY tế và hoạt động trợ giúp xã hội,Giáo dục và đào tạoY tế và hoạt động trợ giúp xã hội,327.506,"0,15",335.392,"0,18",327506.0,0.15,335392.0,0.18
Giáo dục và đào tạoY tế và hoạt động trợ giúp xã hội,Giáo dục và đào tạoY tế và hoạt động trợ giúp xã hội,Giáo dục và đào tạoY tế và hoạt động trợ giúp xã hội,34.359,"0,02",384.619,"0,21",34359.0,0.02,384619.0,0.21
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",214.758,"0,10",274.785,"0,15",214758.0,0.1,274785.0,0.15
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,333.180,"0,15",1.507.678,"0,83",333180.0,0.15,1507678.0,0.83
"Hoạt động làm thuê các công việctrong hộ gia đình, sân xuất sân phàmvật chất và dịch vụ tự tiêu dùng củahộ gia đình","Hoạt động làm thuê các công việctrong hộ gia đình, sân xuất sân phàmvật chất và dịch vụ tự tiêu dùng củahộ gia đình","Hoạt động làm thuê các công việctrong hộ gia đình, sân xuất sân phàmvật chất và dịch vụ tự tiêu dùng củahộ gia đình",93.833.408,"42,26",80.966.011,"44,34",93833408.0,42.26,80966011.0,44.34
Hoạt động của các tổ chức và cơquan quốc tế,Hoạt động của các tổ chức và cơquan quốc tế,Hoạt động của các tổ chức và cơquan quốc tế,8.377,"0,00",97.874,"0,05",8377.0,0.0,97874.0,0.05
,,,221.961.996,100,182.666.213,100,221961996.0,100.0,182666213.0,100.0
