row_label_raw,row_label_full,col_0,2018Triệu đồng,2017Triệu đồng,numeric__2018Triệu đồng,numeric__2017Triệu đồng
Lợi nhuận thuần trước thuếCộng/(Trừ),Lợi nhuận thuần trước thuếCộng/(Trừ),Lợi nhuận thuần trước thuếCộng/(Trừ),9.198.508,8.130.063,9198508.0,8130063.0
- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,- Thu nhập không chịu thuế,(845),(598),-845.0,-598.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,17.640,61.535,17640.0,61535.0
- Các khoản làm tăng lợi nhuận trước thuế khác,- Các khoản làm tăng lợi nhuận trước thuế khác,- Các khoản làm tăng lợi nhuận trước thuế khác,-,239.667,,239667.0
- Chi phí liên quan đến hợp nhất báo cáo tài chính,- Chi phí liên quan đến hợp nhất báo cáo tài chính,- Chi phí liên quan đến hợp nhất báo cáo tài chính,-,12.485,,12485.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,9.215.303,8.443.152,9215303.0,8443152.0
Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,1.843.060,1.688.631,1843060.0,1688631.0
Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,(120),665,-120.0,665.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,1.842.940,1.689.296,1842940.0,1689296.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,655.739,467.647,655739.0,467647.0
Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,-,468,,468.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(1.810.679),(1.501.672),-1810679.0,-1501672.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,688.000,655.739,688000.0,655739.0
