row_label_raw,row_label_full,col_0,31/12/2017VND,1/1/2017VND,numeric__31/12/2017VND,numeric__1/1/2017VND
Công ty Cổ phần Tập đoàn Phúc Sơn,Công ty Cổ phần Tập đoàn Phúc Sơn,Công ty Cổ phần Tập đoàn Phúc Sơn,65.116.699.679,-,65116699679.0,
Công ty Cổ phần Phát triển Đầu tư Hà Nội Sunrise,Công ty Cổ phần Phát triển Đầu tư Hà Nội Sunrise,Công ty Cổ phần Phát triển Đầu tư Hà Nội Sunrise,45.030.953.169,31.250.752.669,45030953169.0,31250752669.0
Công ty Cổ phần Bất động sản Belleville Hà Nội,Công ty Cổ phần Bất động sản Belleville Hà Nội,Công ty Cổ phần Bất động sản Belleville Hà Nội,41.467.524.975,-,41467524975.0,
Công ty TNHH Gamuda Land Việt Nam,Công ty TNHH Gamuda Land Việt Nam,Công ty TNHH Gamuda Land Việt Nam,10.758.497.115,14.860.122.680,10758497115.0,14860122680.0
Công ty Cổ phần XNK Tổng hợp Hà Nội – Geleximco,Công ty Cổ phần XNK Tổng hợp Hà Nội – Geleximco,Công ty Cổ phần XNK Tổng hợp Hà Nội – Geleximco,9.743.100.273,21.879.492.577,9743100273.0,21879492577.0
Công ty Cổ phần Tập đoàn FLC,Công ty Cổ phần Tập đoàn FLC,Công ty Cổ phần Tập đoàn FLC,6.840.071.147,-,6840071147.0,
Công ty Cổ phần Đầu tư & Dịch vụ Khách sạn Soleil,Công ty Cổ phần Đầu tư & Dịch vụ Khách sạn Soleil,Công ty Cổ phần Đầu tư & Dịch vụ Khách sạn Soleil,2.077.971.057,21.682.549.634,2077971057.0,21682549634.0
Công ty TNHH Sản xuất và Thương mại Bách Đạt,Công ty TNHH Sản xuất và Thương mại Bách Đạt,Công ty TNHH Sản xuất và Thương mại Bách Đạt,1.187.002.356,24.404.515.740,1187002356.0,24404515740.0
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,77.475.083.951,16.515.127.849,77475083951.0,16515127849.0
,,,259.696.903.722,130.592.561.149,259696903722.0,130592561149.0
