row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017VND > 23.493.087.489,Số phải nộp trong năm VND > 88.330.044.973,Số đã nộp/bù trừ trong năm VND > (95.332.653.005),31/12/2017VND > 16.490.479.457,numeric__1/1/2017VND > 23.493.087.489,numeric__Số phải nộp trong năm VND > 88.330.044.973,numeric__Số đã nộp/bù trừ trong năm VND > (95.332.653.005),numeric__31/12/2017VND > 16.490.479.457
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,25.963.904.246,54.495.492.728,(54.868.066.926),25.591.330.048,25963904246.0,54495492728.0,-54868066926.0,25591330048.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,6.728.084.390,22.744.038.282,(10.076.559.390),19.395.563.282,6728084390.0,22744038282.0,-10076559390.0,19395563282.0
,,,56.185.076.125,165.569.575.983,(160.277.279.321),61.477.372.787,56185076125.0,165569575983.0,-160277279321.0,61477372787.0
