row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2017 VND,1/1/2017 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017 VND,numeric__1/1/2017 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 130 + 140 + 150),100,,558.549.467.618,202.672.020.212,100.0,,558549467618.0,202672020212.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,23.516.535.898,10.090.570.395,110.0,4.0,23516535898.0,10090570395.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,23.516.535.898,10.090.570.395,111.0,,23516535898.0,10090570395.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,534.695.455.987,182.755.494.614,130.0,,534695455987.0,182755494614.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,5,259.696.903.722,130.592.561.149,131.0,5.0,259696903722.0,130592561149.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,6,6.744.781.065,37.357.948.795,132.0,6.0,6744781065.0,37357948795.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,7(a),273.644.771.524,20.195.984.994,136.0,,273644771524.0,20195984994.0
Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,8,(5.391.000.324),(5.391.000.324),137.0,8.0,-5391000324.0,-5391000324.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,,-,1.088.106.785,140.0,,,1088106785.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,-,1.088.106.785,141.0,,,1088106785.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,337.475.733,8.737.848.418,150.0,,337475733.0,8737848418.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,12(a),337.475.733,8.737.848.418,151.0,,337475733.0,8737848418.0
Tài sản dài hạn(200 = 210 + 220 + 250 + 260),TÀI SẢN > Tài sản dài hạn(200 = 210 + 220 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 250 + 260),200,,365.697.364.153,691.733.213.518,200.0,,365697364153.0,691733213518.0
Các khoản phải thu dài hạn,TÀI SẢN > Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,307.923.510.950,651.970.992.058,210.0,,307923510950.0,651970992058.0
Phải thu dài hạn khác,TÀI SẢN > Phải thu dài hạn khác,Phải thu dài hạn khác,216,7(b),307.923.510.950,651.970.992.058,216.0,,307923510950.0,651970992058.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,220,,13.570.747.579,8.711.207.771,220.0,,13570747579.0,8711207771.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,9,12.861.147.215,8.178.957.272,221.0,9.0,12861147215.0,8178957272.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,222,,18.578.230.101,12.686.621.807,222.0,,18578230101.0,12686621807.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(5.717.082.886),(4.507.664.535),223.0,,-5717082886.0,-4507664535.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,227,10,709.600.364,532.250.499,227.0,10.0,709600364.0,532250499.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,228,,1.127.608.342,752.881.069,228.0,,1127608342.0,752881069.0
Giá trị hao mòn lũy kế,TÀI SẢN > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(418.007.978),(220.630.570),229.0,,-418007978.0,-220630570.0
Các khoản đầu tư tài chính dài hạn,TÀI SẢN > Các khoản đầu tư tài chính dài hạn,Các khoản đầu tư tài chính dài hạn,250,,40.000.000.000,24.000.000.000,250.0,,40000000000.0,24000000000.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,255,11,40.000.000.000,24.000.000.000,255.0,11.0,40000000000.0,24000000000.0
Tài sản dài hạn khác,TÀI SẢN > Tài sản dài hạn khác,Tài sản dài hạn khác,260,,4.203.105.624,7.051.013.689,260.0,,4203105624.0,7051013689.0
Chi phí trả trước dài hạn,TÀI SẢN > Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,12(b),4.203.105.624,7.051.013.689,261.0,,4203105624.0,7051013689.0
TỔNG CỘNG TÀI SẢN(270 = 100 + 200),TÀI SẢN > TỔNG CỘNG TÀI SẢN(270 = 100 + 200),TỔNG CỘNG TÀI SẢN(270 = 100 + 200),270,,924.246.831.771,894.405.233.730,270.0,,924246831771.0,894405233730.0
