row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí cải tạo văn phòng VND,Khác VND,Tổng cộng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí cải tạo văn phòng VND,numeric__Khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.202.092.741,2.790.918.244,58.002.704,7.051.013.689,4202092741.0,2790918244.0,58002704.0,7051013689.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,506.542.397,921.777.082,106.252.500,1.534.571.979,506542397.0,921777082.0,106252500.0,1534571979.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(2.482.827.619),(1.868.720.872),(30.931.553),(4.382.480.044),-2482827619.0,-1868720872.0,-30931553.0,-4382480044.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.225.807.519,1.843.974.454,133.323.651,4.203.105.624,2225807519.0,1843974454.0,133323651.0,4203105624.0
