row_label_raw,row_label_full,col_0,Địa chỉ,Số lượng cổ phiếu,31/12/2017 > % sở hữu,31/12/2017 > Giá gốc VND,Giá trị hợp lý VND,Số lượng cổ phiếu_1,% sở hữu,1/1/2017 > Giá gốc VND,1/1/2017 > Giá trị hợp lý VND,numeric__Địa chỉ,numeric__Số lượng cổ phiếu,numeric__31/12/2017 > % sở hữu,numeric__31/12/2017 > Giá gốc VND,numeric__Giá trị hợp lý VND,numeric__Số lượng cổ phiếu_1,numeric__% sở hữu,numeric__1/1/2017 > Giá gốc VND,numeric__1/1/2017 > Giá trị hợp lý VND
Đầu tư vào công ty con:,Đầu tư vào công ty con:,Đầu tư vào công ty con:,Đầu tư vào công ty con:,Đầu tư vào công ty con:,Đầu tư vào công ty con:,Đầu tư vào công ty con:,Đầu tư vào công ty con:,Đầu tư vào công ty con:,Đầu tư vào công ty con:,Đầu tư vào công ty con:,Đầu tư vào công ty con:,,,,,,,,,
▪ Công ty Cổ phần dịch vụ Bất động sản Ngôi Sao Toàn Cầu,Đầu tư vào công ty con: > ▪ Công ty Cổ phần dịch vụ Bất động sản Ngôi Sao Toàn Cầu,▪ Công ty Cổ phần dịch vụ Bất động sản Ngôi Sao Toàn Cầu,Hà Nội,1.600.000,80%,16.000.000.000,(*),1.600.000,80%,16.000.000.000,(*),,1600000.0,0.8,16000000000.0,,1600000.0,0.8,16000000000.0,
▪ Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,Đầu tư vào công ty con: > ▪ Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,▪ Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,Hà Nội,800.000,80%,8.000.000.000,(*),800.000,80%,8.000.000.000,(*),,800000.0,0.8,8000000000.0,,800000.0,0.8,8000000000.0,
▪ Công ty Cổ phần Bất động sản Cen Sài Gòn,Đầu tư vào công ty con: > ▪ Công ty Cổ phần Bất động sản Cen Sài Gòn,▪ Công ty Cổ phần Bất động sản Cen Sài Gòn,Tp. Hồ Chí Minh,1.600.000,80%,16.000.000.000,(*),,,-,,,1600000.0,0.8,16000000000.0,,,,,
,,,,,,40.000.000.000,,,,24.000.000.000,,,,,40000000000.0,,,,24000000000.0,
