row_label_raw,row_label_full,col_0,Dự phòng phải thu ngắn hạn khó đòi,Chỉ phí trích trước chưa có hóa đơn,Khác,Tổng cộng,numeric__Dự phòng phải thu ngắn hạn khó đòi,numeric__Chỉ phí trích trước chưa có hóa đơn,numeric__Khác,numeric__Tổng cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 01/01/2016,Tại ngày 01/01/2016,Tại ngày 01/01/2016,22.356.550.123,28.410.142.794,6.673.289.435,57.439.982.352,22356550123.0,28410142794.0,6673289435.0,57439982352.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,(8.129.654.590),31.588.898.454,(253.831.729),23.205.412.135,-8129654590.0,31588898454.0,-253831729.0,23205412135.0
Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,14.226.895.533,59.999.041.248,6.419.457.706,80.645.394.487,14226895533.0,59999041248.0,6419457706.0,80645394487.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,(1.882.118.587),(4.083.370.909),(461.508.993),(6.426.998.489),-1882118587.0,-4083370909.0,-461508993.0,-6426998489.0
Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,12.344.776.946,55.915.670.339,5.957.948.713,74.218.395.998,12344776946.0,55915670339.0,5957948713.0,74218395998.0
