row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,4.350.630.229.958,5.204.242.191.818,100.0,,4350630229958.0,5204242191818.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,1.975.644.526.576,3.551.725.949.149,110.0,4.0,1975644526576.0,3551725949149.0
1. Tiền,1. Tiền,1. Tiền,111,,101.644.526.576,127.725.949.149,111.0,,101644526576.0,127725949149.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,1.874.000.000.000,3.424.000.000.000,112.0,,1874000000000.0,3424000000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,835.000.000.000,35.000.000.000,120.0,5.0,835000000000.0,35000000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,835.000.000.000,35.000.000.000,123.0,,835000000000.0,35000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,212.161.697.308,510.985.185.427,130.0,,212161697308.0,510985185427.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,103.671.774.172,115.958.873.418,131.0,6.0,103671774172.0,115958873418.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,90.757.085.022,356.434.286.384,132.0,7.0,90757085022.0,356434286384.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,251.250.684.842,260.207.207.605,136.0,8.0,251250684842.0,260207207605.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(233.517.846.728),(221.663.412.363),137.0,9.0,-233517846728.0,-221663412363.0
5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,139,,-,48.230.383,139.0,,,48230383.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,1.050.508.366.652,880.392.899.032,140.0,10.0,1050508366652.0,880392899032.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.050.508.366.652,880.392.899.032,141.0,,1050508366652.0,880392899032.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,277.315.639.422,226.138.158.210,150.0,,277315639422.0,226138158210.0
1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,151,11,15.095.728.800,42.033.613.607,151.0,11.0,15095728800.0,42033613607.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,256.305.454.281,176.620.686.597,152.0,,256305454281.0,176620686597.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,19,5.914.456.341,7.483.858.006,153.0,19.0,5914456341.0,7483858006.0
