row_label_raw,row_label_full,col_0,Năm nay,Năm nay_1,Năm nay_2,Năm trước,Năm trước_1,Năm trước_2,numeric__Năm nay,numeric__Năm nay_1,numeric__Năm nay_2,numeric__Năm trước,numeric__Năm trước_1,numeric__Năm trước_2
,,,Doanh thu,VND,VND,Doanh thu,VND,VND,,,,,,
,,,Doanh thu,Chi phí,Lợi nhuận/(lỗ)sau thuế TNDN,Doanh thu,Chi phí,Lợi nhuận/(lỗ)sau thuế TNDN,,,,,,
Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,,,,,,
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,2.053.425.572.054,1.999.149.491.082,17.535.839.018,1.997.251.696.448,1.971.180.421.524,25.167.615.924,2053425572054.0,1999149491082.0,17535839018.0,1997251696448.0,1971180421524.0,25167615924.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,2.058.858.152.872,2.033.693.661.355,9.952.913.209,2.237.994.856.584,2.210.148.985.986,28.116.903.299,2058858152872.0,2033693661355.0,9952913209.0,2237994856584.0,2210148985986.0,28116903299.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,2.123.364.372.956,2.081.525.061.154,12.895.405.730,2.165.957.731.176,2.140.769.300.029,23.352.907.504,2123364372956.0,2081525061154.0,12895405730.0,2165957731176.0,2140769300029.0,23352907504.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,1.290.136.758.296,1.259.988.448.793,13.152.412.792,1.295.737.628.464,1.273.073.230.030,20.672.876.602,1290136758296.0,1259988448793.0,13152412792.0,1295737628464.0,1273073230030.0,20672876602.0
Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,,,,,,
Công ty Cổ phần Phát triển Đô thị Dầu khí (1),Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Phát triển Đô thị Dầu khí (1),Công ty Cổ phần Phát triển Đô thị Dầu khí (1),161.048.001.525,163.710.794.242,(72.379.748.996),252.917.005.060,251.379.331.669,(17.524.016.154),161048001525.0,163710794242.0,-72379748996.0,252917005060.0,251379331669.0,-17524016154.0
Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí (2),Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí (2),Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí (2),1.283.566.638,48.663.550.872,(576.963.703.109),225.599.911.674,248.997.429.529,(676.703.988.927),1283566638.0,48663550872.0,-576963703109.0,225599911674.0,248997429529.0,-676703988927.0
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,397.195.826.945,378.720.953.614,11.900.416.084,286.393.895.841,270.595.713.806,10.316.002.909,397195826945.0,378720953614.0,11900416084.0,286393895841.0,270595713806.0,10316002909.0
