row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,27,7.465.852.549.086,6.875.319.465.757,1.0,27.0,7465852549086.0,6875319465757.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,27,157.671.743.412,99.855.371.522,2.0,27.0,157671743412.0,99855371522.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,7.308.180.805.674,6.775.464.094.235,10.0,,7308180805674.0,6775464094235.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,28,5.452.528.564.255,4.736.179.757.273,11.0,28.0,5452528564255.0,4736179757273.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.855.652.241.419,2.039.284.336.962,20.0,,1855652241419.0,2039284336962.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,30,194.160.162.710,283.421.602.561,21.0,30.0,194160162710.0,283421602561.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,31,1.148.895.578,8.756.410.363,22.0,31.0,1148895578.0,8756410363.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,32,663.885.338.085,594.818.145.517,25.0,32.0,663885338085.0,594818145517.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,32,551.860.445.034,411.744.236.158,26.0,32.0,551860445034.0,411744236158.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,832.917.725.432,1.307.387.147.485,30.0,,832917725432.0,1307387147485.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,15.605.365.438,10.092.091.085,31.0,,15605365438.0,10092091085.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,1.317.355.627,2.547.423.555,32.0,,1317355627.0,2547423555.0
13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),40,,14.288.009.811,7.544.667.530,40.0,,14288009811.0,7544667530.0
14. Tổng lợi nhuận kể toán trước thuế (50=30+40),14. Tổng lợi nhuận kể toán trước thuế (50=30+40),14. Tổng lợi nhuận kể toán trước thuế (50=30+40),50,,847.205.735.243,1.314.931.815.015,50.0,,847205735243.0,1314931815015.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,127.814.613.285,236.272.493.924,51.0,33.0,127814613285.0,236272493924.0
16. Chi phí/(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí/(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí/(Thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,16,6.426.998.489,(23.205.412.135),52.0,16.0,6426998489.0,-23205412135.0
17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,712.964.123.469,1.101.864.733.226,60.0,,712964123469.0,1101864733226.0
