row_label_raw,row_label_full,col_0,Số cuối năm > VNDGiá gốc,Số cuối năm > VNDGiá trị có thể thu hồi,Số đầu năm > VNDGiá gốc,Số đầu năm > VNDGiá trị có thể thu hồi,numeric__Số cuối năm > VNDGiá gốc,numeric__Số cuối năm > VNDGiá trị có thể thu hồi,numeric__Số đầu năm > VNDGiá gốc,numeric__Số đầu năm > VNDGiá trị có thể thu hồi
Phải thu khó có khả năng thu hồi,Phải thu khó có khả năng thu hồi,Phải thu khó có khả năng thu hồi,233.876.422.658,358.575.930,230.610.781.549,8.947.369.186,233876422658.0,358575930.0,230610781549.0,8947369186.0
Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam (i),Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam (i),Công ty Cổ phần Đầu tư Tài chính Công đoàn Dầu khí Việt Nam (i),110.143.267.289,-,110.143.267.289,-,110143267289.0,,110143267289.0,
Doanh nghiệp Tư nhân Ngọc Lan (ii),Doanh nghiệp Tư nhân Ngọc Lan (ii),Doanh nghiệp Tư nhân Ngọc Lan (ii),9.153.800.000,-,9.153.800.000,-,9153800000.0,,9153800000.0,
Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,114.579.355.369,358.575.930,110.568.051.564,8.947.369.186,114579355369.0,358575930.0,110568051564.0,8947369186.0
- Phải thu liên quan đến bảo lãnh đối ứng (iii),- Phải thu liên quan đến bảo lãnh đối ứng (iii),- Phải thu liên quan đến bảo lãnh đối ứng (iii),107.786.937.303,-,107.786.937.303,6.166.254.925,107786937303.0,,107786937303.0,6166254925.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,6.792.418.066,358.575.930,2.781.114.261,2.781.114.261,6792418066.0,358575930.0,2781114261.0,2781114261.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,-,-,745.662.696,-,,,745662696.0,
