row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị theo hợp đồng – gộpTriệu VND,31/12/2017 > Tiền gửi ký quỹTriệu VND,31/12/2017 > Giá trị theo hợp đồng – thuầnTriệu VND,31/12/2016 > Giá trị theo hợp đồng – gộpTriệu VND,31/12/2016 > Tiền gửi ký quỹTriệu VND,31/12/2016 > Giá trị theo hợp đồng – thuầnTriệu VND,numeric__31/12/2017 > Giá trị theo hợp đồng – gộpTriệu VND,numeric__31/12/2017 > Tiền gửi ký quỹTriệu VND,numeric__31/12/2017 > Giá trị theo hợp đồng – thuầnTriệu VND,numeric__31/12/2016 > Giá trị theo hợp đồng – gộpTriệu VND,numeric__31/12/2016 > Tiền gửi ký quỹTriệu VND,numeric__31/12/2016 > Giá trị theo hợp đồng – thuầnTriệu VND
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,8.061,-,8.061,37.181,-,37.181,8061.0,,8061.0,37181.0,,37181.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,67.636.042,-,67.636.042,30.121.833,-,30.121.833,67636042.0,,67636042.0,30121833.0,,30121833.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,
▪ Cam kết mua ngoại tệ,Trong đó: > ▪ Cam kết mua ngoại tệ,▪ Cam kết mua ngoại tệ,2.379.058,-,2.379.058,2.265.219,-,2.265.219,2379058.0,,2379058.0,2265219.0,,2265219.0
▪ Cam kết bán ngoại tệ,Trong đó: > ▪ Cam kết bán ngoại tệ,▪ Cam kết bán ngoại tệ,1.623.301,-,1.623.301,648.175,-,648.175,1623301.0,,1623301.0,648175.0,,648175.0
▪ Cam kết giao dịch hoán đổi tiền tệ,Trong đó: > ▪ Cam kết giao dịch hoán đổi tiền tệ,▪ Cam kết giao dịch hoán đổi tiền tệ,63.633.683,-,63.633.683,27.208.439,-,27.208.439,63633683.0,,63633683.0,27208439.0,,27208439.0
Cam kết trong nghiệp vụ L/C,Trong đó: > Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,3.244.725,(147.178),3.097.547,2.610.340,(162.468),2.447.872,3244725.0,-147178.0,3097547.0,2610340.0,-162468.0,2447872.0
Bảo lãnh khác,Trong đó: > Bảo lãnh khác,Bảo lãnh khác,3.204.309,(152.544),3.051.765,2.943.896,(207.917),2.735.979,3204309.0,-152544.0,3051765.0,2943896.0,-207917.0,2735979.0
Cam kết khác,Trong đó: > Cam kết khác,Cam kết khác,165.222,-,165.222,165.441,-,165.441,165222.0,,165222.0,165441.0,,165441.0
