row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị ghi sổ,Số đầu năm > Giá gốc,Số đầu năm > Giá trị ghi sổ,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị ghi sổ,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị ghi sổ
Ngắn hạn,Ngắn hạn,Ngắn hạn,31.205.000.000,31.205.000.000,17.505.000.000,17.505.000.000,31205000000.0,31205000000.0,17505000000.0,17505000000.0
Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),31.205.000.000,31.205.000.000,17.505.000.000,17.505.000.000,31205000000.0,31205000000.0,17505000000.0,17505000000.0
Dài hạn,Dài hạn,Dài hạn,-,-,200.000.000,200.000.000,,,200000000.0,200000000.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,-,-,200.000.000,200.000.000,,,200000000.0,200000000.0
Cộng,Cộng,Cộng,31.205.000.000,31.205.000.000,17.705.000.000,17.705.000.000,31205000000.0,31205000000.0,17705000000.0,17705000000.0
