row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,6.401.484.666.898,6.370.528.306.632,,300.0,,6401484666898.0,6370528306632.0
I.,I.,I.,Nợ ngắn hạn,310,,5.453.087.490.130,3.934.727.773.269,,310.0,,5453087490130.0,3934727773269.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.15a,2.939.336.135.248,2.289.504.699.207,,311.0,,2939336135248.0,2289504699207.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.16,16.540.447.789,15.479.009.976,,312.0,,16540447789.0,15479009976.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.17,13.255.189.110,14.827.846.618,,313.0,,13255189110.0,14827846618.0
4.,4.,4.,Phải trả người lao động,314,V.18,9.402.788.051,7.004.488.630,,314.0,,9402788051.0,7004488630.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.19,252.591.129.529,395.943.604.102,,315.0,,252591129529.0,395943604102.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.20a,820.800.000,-,,318.0,,820800000.0,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.21a,643.775.952.314,596.573.358.970,,319.0,,643775952314.0,596573358970.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.22a,1.553.396.436.245,603.137.129.947,,320.0,,1553396436245.0,603137129947.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.23,23.968.611.844,12.257.635.819,,322.0,,23968611844.0,12257635819.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,948.397.176.768,2.435.800.533.363,,330.0,,948397176768.0,2435800533363.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.15b,672.267.353.000,1.131.267.353.000,,331.0,,672267353000.0,1131267353000.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,AN,,332.0,,,
3.,3.,3.,Chỉ phí phải trả dài hạn,333,,-,AN,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.20b,159.571.224.291,76.920.279.870,,336.0,,159571224291.0,76920279870.0
7.,7.,7.,Phải trả dài hạn khác,337,V.21b,11.650.005.177,7.862.900.493,,337.0,,11650005177.0,7862900493.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.22b,104.908.594.300,1.219.750.000.000,,338.0,,104908594300.0,1219750000000.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
