row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.321.704.302.679,1.015.821.538.958,,1.0,,1321704302679.0,1015821538958.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.2,75.916.563.562,44.578.842.126,,2.0,,75916563562.0,44578842126.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,1.245.787.739.117,971.242.696.832,,10.0,,1245787739117.0,971242696832.0
4.,4.,4.,Giá vốn hàng bán,11,VI.3,777.064.168.301,546.393.569.432,,11.0,,777064168301.0,546393569432.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,468.723.570.816,424.849.127.400,,20.0,,468723570816.0,424849127400.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.4,5.216.801.998,3.284.706.792,,21.0,,5216801998.0,3284706792.0
7.,7.,7.,Chi phí tài chính,22,VI.5,114.073.655.337,118.815.911.833,,22.0,,114073655337.0,118815911833.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,68.638.002.970,73.422.955.361,,23.0,,68638002970.0,73422955361.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,-,-,,24.0,,,
9.,9.,9.,Chi phí bán hàng,25,VI.6,42.808.396.088,34.601.701.796,,25.0,,42808396088.0,34601701796.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.7,48.694.130.972,55.334.001.283,,26.0,,48694130972.0,55334001283.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,268.364.190.417,219.382.219.280,,30.0,,268364190417.0,219382219280.0
12.,12.,12.,Thu nhập khác,31,VI.8,22.321.035.526,11.111.443.586,,31.0,,22321035526.0,11111443586.0
13.,13.,13.,Chi phí khác,32,VI.9,8.361.928.328,6.230.718.873,,32.0,,8361928328.0,6230718873.0
14.,14.,14.,Lợi nhuận khác,40,,13.959.107.198,4.880.724.713,,40.0,,13959107198.0,4880724713.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,282.323.297.615,224.262.943.993,,50.0,,282323297615.0,224262943993.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,V.17,49.336.901.109,38.437.665.750,,51.0,,49336901109.0,38437665750.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,,52.0,,,
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,232.986.396.506,185.825.278.243,,60.0,,232986396506.0,185825278243.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,V.24,232.986.396.506,185.825.278.243,,61.0,,232986396506.0,185825278243.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,V.24,-,-,,62.0,,,
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.10,1.528,1.114,,70.0,,1528.0,1114.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.10,1.528,1.114,,71.0,,1528.0,1114.0
