row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Lưu chuyển tiền từ hoạt động kinh doanh,,,,,,,,,
1.,1. > 1.,1.,Lợi nhuận trước thuế,01,,282.323.297.615,224.262.943.993,,1.0,,282323297615.0,224262943993.0
2.,2.,2.,Điều chính cho các khoản:,,,,,,,,,
-,2. > -,-,Khấu hao tài sản cố định và bất động sản đầu tư,02,"V.9, V.10,V.11",38.161.240.282,38.244.308.815,,2.0,,38161240282.0,38244308815.0
-,2. > -,-,Các khoản dự phòng,03,,-,-,,3.0,,,
-,2. > -,-,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ",04,VI.4,(1.759.911),-,,4.0,,-1759911.0,
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,VI.4,(4.926.537.621),(3.011.961.772),,5.0,,-4926537621.0,-3011961772.0
-,2. > -,-,Chỉ phí lãi vay,06,VI.5,68.638.002.970,73.422.955.361,,6.0,,68638002970.0,73422955361.0
-,2. > -,-,Các khoản điều chỉnh khác,07,,-,-,,7.0,,,
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanhtrước thay đổi vốn lưu động,08,,384.194.243.335,332.918.246.397,,8.0,,384194243335.0,332918246397.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,,89.718.253.119,1.395.954.848.473,,9.0,,89718253119.0,1395954848473.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,,26.049.634.613,(200.148.756.437),,10.0,,26049634613.0,-200148756437.0
-,2. > -,-,"Tăng, giảm các khoản phải trả",11,,206.020.636.867,184.198.295.327,,11.0,,206020636867.0,184198295327.0
-,2. > -,-,"Tăng, giảm chi phí trả trước",12,,4.167.431.468,(1.155.683.381),,12.0,,4167431468.0,-1155683381.0
-,2. > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,-,-,,13.0,,,
-,2. > -,-,Tiền lãi vay đã trả,14,"V.7, V.19,VI.5",(181.321.265.415),(190.036.909.141),,14.0,,-181321265415.0,-190036909141.0
-,2. > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,V.17,(50.569.022.555),(38.975.859.542),,15.0,,-50569022555.0,-38975859542.0
-,2. > -,-,Tiền thu khác từ hoạt động kinh doanh,16,,-,10.500.000,,16.0,,,10500000.0
-,2. > -,-,Tiền chỉ khác cho hoạt động kinh doanh,17,V.23,(8.705.831.064),(6.876.295.819),,17.0,,-8705831064.0,-6876295819.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,469.554.080.368,1.475.888.385.877,,20.0,,469554080368.0,1475888385877.0
