row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,1.736.711.286.694,1.661.239.020.277,,400.0,,1736711286694.0,1661239020277.0
I.,I.,I.,Vốn chủ sở hữu,410,,1.736.711.286.694,1.661.239.020.277,,410.0,,1736711286694.0,1661239020277.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,V.24,1.370.973.230.000,1.370.973.230.000,,411.0,,1370973230000.0,1370973230000.0
-,-,-,Cổ phiếu phố thông có quyền biểu quyết,411a,,1.370.973.230.000,1.370.973.230.000,,,,1370973230000.0,1370973230000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,V.24,10.420.226.000,10.420.226.000,,412.0,,10420226000.0,10420226000.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,V.24,4.162.826.677,-,,414.0,,4162826677.0,
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,V.24,109.458.734.894,98.790.860.309,,418.0,,109458734894.0,98790860309.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,V.24,241.696.269.123,181.054.703.968,,421.0,,241696269123.0,181054703968.0
-,- > -,-,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,421a,,28.349.123.552,181.054.703.968,,,,28349123552.0,181054703968.0
-,- > -,-,Lợi nhuận sau thuế chưa phân phối kỳ này,421b,,213.347.145.571,-,,,,213347145571.0,
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,-,-,,422.0,,,
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,-,-,,429.0,,,
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
1.,- > 1.,1.,Nguồn kinh phí,431,,-,-,,431.0,,,
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cố định,432,,-,-,,432.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,8.138.195.953.592,8.031.767.326.909,,440.0,,8138195953592.0,8031767326909.0
