row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,,3.596.496.122.813,4.524.434.306.651,300.0,,3596496122813.0,4524434306651.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,,2.093.435.831.695,2.769.672.370.439,310.0,,2093435831695.0,2769672370439.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,18,206.705.361.815,277.586.661.148,311.0,18.0,206705361815.0,277586661148.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,19,1.313.631.920,39.761.366.136,312.0,19.0,1313631920.0,39761366136.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,22,37.477.100.397,74.006.656.445,313.0,22.0,37477100397.0,74006656445.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,314,,3.117.708.247,24.735.087.067,314.0,,3117708247.0,24735087067.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,20,313.723.889.789,509.557.976.546,315.0,20.0,313723889789.0,509557976546.0
Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,,390.797.909,352.582.908,318.0,,390797909.0,352582908.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,21,664.157.753.370,712.829.198.275,319.0,21.0,664157753370.0,712829198275.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,23,864.746.892.856,1.128.314.061.722,320.0,23.0,864746892856.0,1128314061722.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,,1.802.695.392,2.528.780.192,322.0,,1802695392.0,2528780192.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,1.503.060.291.118,1.754.761.936.212,330.0,,1503060291118.0,1754761936212.0
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,337,21,130.000.000,797.028.022,337.0,21.0,130000000.0,797028022.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,23,1.433.391.403.555,1.682.860.795.288,338.0,23.0,1433391403555.0,1682860795288.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,,69.538.887.563,71.104.112.902,341.0,,69538887563.0,71104112902.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,24,751.873.345.995,527.514.845.926,400.0,24.0,751873345995.0,527514845926.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,,751.873.345.995,527.514.845.926,410.0,,751873345995.0,527514845926.0
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,411,,2.993.097.200.000,2.993.097.200.000,411.0,,2993097200000.0,2993097200000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.993.097.200.000,2.993.097.200.000,,,2993097200000.0,2993097200000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,50.510.908.328,50.510.908.328,412.0,,50510908328.0,50510908328.0
Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,417,,-,6.703.405.604,417.0,,,6703405604.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,6.196.436.959,6.196.436.959,418.0,,6196436959.0,6196436959.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,(2.456.466.005.020),(2.664.379.511.213),421.0,,-2456466005020.0,-2664379511213.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,(2.664.379.511.213),(2.069.778.374.063),,,-2664379511213.0,-2069778374063.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,207.913.506.193,(594.601.137.150),,,207913506193.0,-594601137150.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,158.534.805.728,135.386.406.248,429.0,,158534805728.0,135386406248.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,4.348.369.468.808,5.051.949.152.577,440.0,,4348369468808.0,5051949152577.0
