row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuếĐiều chỉnh cho các khoản,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuếĐiều chỉnh cho các khoản,Lợi nhuận trước thuếĐiều chỉnh cho các khoản,01,,261.095.427.439,(561.817.201.897),1.0,,261095427439.0,-561817201897.0
Khấu hao TSCĐ và BĐSDĐT,I. Lưu chuyển tiền từ hoạt động kinh doanh > Khấu hao TSCĐ và BĐSDĐT,Khấu hao TSCĐ và BĐSDĐT,02,,250.787.761.401,259.800.174.737,2.0,,250787761401.0,259800174737.0
Các khoản dự phòng,I. Lưu chuyển tiền từ hoạt động kinh doanh > Các khoản dự phòng,Các khoản dự phòng,03,,199.113.838.859,554.745.062.171,3.0,,199113838859.0,554745062171.0
"Lãi, lỗ các khoản chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","I. Lưu chuyển tiền từ hoạt động kinh doanh > Lãi, lỗ các khoản chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ các khoản chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,(8.739.182.331),652.255.740,4.0,,-8739182331.0,652255740.0
"Lãi, lỗ hoạt động đầu tư","I. Lưu chuyển tiền từ hoạt động kinh doanh > Lãi, lỗ hoạt động đầu tư","Lãi, lỗ hoạt động đầu tư",05,,(247.002.515.209),(215.334.131.405),5.0,,-247002515209.0,-215334131405.0
Chi phí lãi vay,I. Lưu chuyển tiền từ hoạt động kinh doanh > Chi phí lãi vay,Chi phí lãi vay,06,,287.399.089.090,353.527.402.684,6.0,,287399089090.0,353527402684.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,742.654.419.249,391.573.562.030,8.0,,742654419249.0,391573562030.0
Tăng giảm các khoản phải thu,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng giảm các khoản phải thu,Tăng giảm các khoản phải thu,09,,83.927.018.311,65.303.643.925,9.0,,83927018311.0,65303643925.0
Tăng giảm hàng tồn kho,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng giảm hàng tồn kho,Tăng giảm hàng tồn kho,10,,63.657.505.702,17.642.644.014,10.0,,63657505702.0,17642644014.0
Tăng giảm các khoản phải trả,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng giảm các khoản phải trả,Tăng giảm các khoản phải trả,11,,(308.797.777.227),2.774.496.547,11.0,,-308797777227.0,2774496547.0
Tăng giảm chi phí trả trước,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tăng giảm chi phí trả trước,Tăng giảm chi phí trả trước,12,,69.213.539.029,(48.580.110.067),12.0,,69213539029.0,-48580110067.0
Tiền lãi vay đã trả,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(451.629.411.310),(181.248.387.330),14.0,,-451629411310.0,-181248387330.0
Thuế thu nhập doanh nghiệp đã nộp,I. Lưu chuyển tiền từ hoạt động kinh doanh > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(10.194.860.832),(18.490.205.671),15.0,,-10194860832.0,-18490205671.0
Tiền chi khác từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(726.084.800),(20.000.000),17.0,,-726084800.0,-20000000.0
