row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,4 - 5,
BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,6 - 7,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,8,8.0
BÁO CÁO LUÙ CHUYÊN TIỀN TỆ HỢP NHẤT,BÁO CÁO LUÙ CHUYÊN TIỀN TỆ HỢP NHẤT,BÁO CÁO LUÙ CHUYÊN TIỀN TỆ HỢP NHẤT,9 - 10,
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,11 - 48,
