row_label_raw,row_label_full,CHỈ TIÊU > Lưu chuyển tiền thuần trong năm > Tiền và tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh > 5,Năm 2024 VND > (99.635.801.169) > 194.659.449.343,Năm 2023 VND > 71.582.600.479 > 117.984.852.556,numeric__Mã số > 50 > 60,numeric__Thuyết minh > 5,numeric__Năm 2024 VND > (99.635.801.169) > 194.659.449.343,numeric__Năm 2023 VND > 71.582.600.479 > 117.984.852.556
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,946.913,5.091.996.308,61.0,,946913.0,5091996308.0
Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,5,95.024.595.087,194.659.449.343,70.0,5.0,95024595087.0,194659449343.0
