row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị VND,31/12/2024 > Dự phòng VND,01/01/2024 > Giá trị VND,01/01/2024 > Dự phòng VND,numeric__31/12/2024 > Giá trị VND,numeric__31/12/2024 > Dự phòng VND,numeric__01/01/2024 > Giá trị VND,numeric__01/01/2024 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,729.116.507.644,(563.562.974.955),667.258.906.050,(570.296.050.855),729116507644.0,-563562974955.0,667258906050.0,-570296050855.0
- Phải thu về lãi cho vay (1),- Phải thu về lãi cho vay (1),- Phải thu về lãi cho vay (1),615.726.947.339,(560.747.550.690),631.888.363.243,(557.632.111.992),615726947339.0,-560747550690.0,631888363243.0,-557632111992.0
- Công ty TNHH Đức Long Dung Quất (2),- Công ty TNHH Đức Long Dung Quất (2),- Công ty TNHH Đức Long Dung Quất (2),107.470.200.000,-,-,-,107470200000.0,,,
- Tạm ứng,- Tạm ứng,- Tạm ứng,3.879.920.340,(1.192.291.562),3.294.591.933,-,3879920340.0,-1192291562.0,3294591933.0,
- Ký cược ký quỹ,- Ký cược ký quỹ,- Ký cược ký quỹ,50.000.000,-,11.229.497.184,-,50000000.0,,11229497184.0,
- Phải thu khác,- Phải thu khác,- Phải thu khác,1.989.439.965,(1.623.132.703),20.846.453.690,(12.663.938.863),1989439965.0,-1623132703.0,20846453690.0,-12663938863.0
Dài hạn,Dài hạn,Dài hạn,1.268.670.000,-,1.268.670.000,-,1268670000.0,,1268670000.0,
- Ký cược ký quỹ,- Ký cược ký quỹ,- Ký cược ký quỹ,1.268.670.000,-,1.268.670.000,-,1268670000.0,,1268670000.0,
,,,730.385.177.644,(563.562.974.955),668.527.576.050,(570.296.050.855),730385177644.0,-563562974955.0,668527576050.0,-570296050855.0
Phải thu khác là bên liên quan(Chi tiết tại thuyết minh số 37),Phải thu khác là bên liên quan(Chi tiết tại thuyết minh số 37),Phải thu khác là bên liên quan(Chi tiết tại thuyết minh số 37),15.227.234.053,,-,,15227234053.0,,,
