row_label_raw,row_label_full,Ông Nguyễn Tường Cọt,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Phạm Minh Việt,Ông Phạm Minh Việt,Ông Phạm Minh Việt,Phó Tổng Giám đốc,,,
Ông Trần Văn Phương,Ông Trần Văn Phương,Ông Trần Văn Phương,Phó Tổng Giám đốc,,,
Bà Vũ Thị Hải,Bà Vũ Thị Hải,Bà Vũ Thị Hải,Phó Tổng Giám đốc,Miễn nhiệm ngày 10/05/2024,,
Ông Đỗ Thành Nhân,Ông Đỗ Thành Nhân,Ông Đỗ Thành Nhân,Trường phòng TC-KT kiểm Phụ trách kế toán,,,
