row_label_raw,row_label_full,col_0,31/12/2024 > Giá trịVND,31/12/2024 > Số có khả năngtrả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,01/01/2024 > Giá trịVND,01/01/2024 > Số có khả năngtrả nợVND,numeric__31/12/2024 > Giá trịVND,numeric__31/12/2024 > Số có khả năngtrả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__01/01/2024 > Giá trịVND,numeric__01/01/2024 > Số có khả năngtrả nợVND
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,864.746.892.856,864.746.892.856,177.572.717.954,441.139.886.820,1.128.314.061.722,1.128.314.061.722,864746892856.0,864746892856.0,177572717954.0,441139886820.0,1128314061722.0,1128314061722.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,174.983.815.400,174.983.815.400,28.372.717.954,55.452.752.331,202.063.849.777,202.063.849.777,174983815400.0,174983815400.0,28372717954.0,55452752331.0,202063849777.0,202063849777.0
- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,-,-,-,25.390.034.377,25.390.034.377,25.390.034.377,,,,25390034377.0,25390034377.0,25390034377.0
- Công ty TNHH MTV Nông Trại Cao Nguyên Quảng Phú 1,- Công ty TNHH MTV Nông Trại Cao Nguyên Quảng Phú 1,- Công ty TNHH MTV Nông Trại Cao Nguyên Quảng Phú 1,-,-,-,1.650.000.000,1.650.000.000,1.650.000.000,,,,1650000000.0,1650000000.0,1650000000.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (1),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (1),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (1),174.983.815.400,174.983.815.400,-,-,174.983.815.400,174.983.815.400,174983815400.0,174983815400.0,,,174983815400.0,174983815400.0
- DS-Concept Trade Invest LLC,- DS-Concept Trade Invest LLC,- DS-Concept Trade Invest LLC,-,-,28.372.717.954,28.372.717.954,-,-,,,28372717954.0,28372717954.0,,
- Vay cá nhân,- Vay cá nhân,- Vay cá nhân,-,-,-,40.000.000,40.000.000,40.000.000,,,,40000000.0,40000000.0,40000000.0
Trải phiếu phát hành đến hạn trả (2),Trải phiếu phát hành đến hạn trả (2),Trải phiếu phát hành đến hạn trả (2),417.273.219.456,417.273.219.456,-,15.000.000.000,432.273.219.456,432.273.219.456,417273219456.0,417273219456.0,,15000000000.0,432273219456.0,432273219456.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,272.489.858.000,272.489.858.000,149.200.000.000,370.687.134.489,493.976.992.489,493.976.992.489,272489858000.0,272489858000.0,149200000000.0,370687134489.0,493976992489.0,493976992489.0
- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP.HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP.HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP.HCM,-,-,-,178.012.997.289,178.012.997.289,178.012.997.289,,,,178012997289.0,178012997289.0,178012997289.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),152.489.858.000,152.489.858.000,29.200.000.000,17.500.000.000,140.789.858.000,140.789.858.000,152489858000.0,152489858000.0,29200000000.0,17500000000.0,140789858000.0,140789858000.0
- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,-,-,-,55.174.137.200,55.174.137.200,55.174.137.200,,,,55174137200.0,55174137200.0,55174137200.0
- Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Gia Lai (4),- Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Gia Lai (4),- Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Gia Lai (4),120.000.000.000,120.000.000.000,120.000.000.000,120.000.000.000,120.000.000.000,120.000.000.000,120000000000.0,120000000000.0,120000000000.0,120000000000.0,120000000000.0,120000000000.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,1.433.391.403.555,1.433.391.403.555,-,249.469.391.733,1.682.860.795.288,1.682.860.795.288,1433391403555.0,1433391403555.0,,249469391733.0,1682860795288.0,1682860795288.0
- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai (3),1.233.110.000.000,1.233.110.000.000,-,129.469.391.733,1.362.579.391.733,1.362.579.391.733,1233110000000.0,1233110000000.0,,129469391733.0,1362579391733.0,1362579391733.0
- Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Gia Lai (4),- Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Gia Lai (4),- Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Gia Lai (4),200.281.403.555,200.281.403.555,-,120.000.000.000,320.281.403.555,320.281.403.555,200281403555.0,200281403555.0,,120000000000.0,320281403555.0,320281403555.0
,,,2.298.138.296.411,2.298.138.296.411,177.572.717.954,690.609.278.553,2.811.174.857.010,2.811.174.857.010,2298138296411.0,2298138296411.0,177572717954.0,690609278553.0,2811174857010.0,2811174857010.0
Vay và nợ thuê tài chính bên liên quan,Vay và nợ thuê tài chính bên liên quan,Vay và nợ thuê tài chính bên liên quan,-,-,,,25.390.034.377,25.390.034.377,,,,,25390034377.0,25390034377.0
