row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,140,10,112.637.140.575,178.445.983.349,140.0,10.0,112637140575.0,178445983349.0
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,141,,197.803.238.894,261.460.744.596,141.0,,197803238894.0,261460744596.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(85.166.098.319),(83.014.761.247),149.0,,-85166098319.0,-83014761247.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,1.808.897.155,1.486.440.943,150.0,,1808897155.0,1486440943.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,16,344.396.455,343.448.299,151.0,16.0,344396455.0,343448299.0
Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,Thuế GTGT được khấu trừ,152,,739.411.997,1.025.177.160,152.0,,739411997.0,1025177160.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,22,725.088.703,117.815.484,153.0,22.0,725088703.0,117815484.0
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,2.834.771.664.736,3.920.238.845.667,200.0,,2834771664736.0,3920238845667.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,387.874.470.839,1.125.443.978.530,210.0,,387874470839.0,1125443978530.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8,386.606.735.839,1.124.175.308.530,215.0,8.0,386606735839.0,1124175308530.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9,1.268.670.000,1.268.670.000,216.0,9.0,1268670000.0,1268670000.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,,(935.000),-,219.0,,-935000.0,
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,2.180.546.884.151,2.417.447.295.736,220.0,,2180546884151.0,2417447295736.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,11,2.180.546.884.151,2.393.232.009.409,221.0,11.0,2180546884151.0,2393232009409.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,3.391.174.051.294,4.168.937.242.457,222.0,,3391174051294.0,4168937242457.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(1.210.627.167.143),(1.775.705.233.048),223.0,,-1210627167143.0,-1775705233048.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,12,-,24.215.286.327,227.0,12.0,,24215286327.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,479.336.795,246.586.026.423,228.0,,479336795.0,246586026423.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(479.336.795),(222.370.740.096),229.0,,-479336795.0,-222370740096.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,13,26.183.036.340,27.444.199.176,230.0,13.0,26183036340.0,27444199176.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,56.149.693.891,56.149.693.891,231.0,,56149693891.0,56149693891.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(29.966.657.551),(28.705.494.715),232.0,,-29966657551.0,-28705494715.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,47.695.357.995,34.957.889.850,240.0,,47695357995.0,34957889850.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,14,47.695.357.995,34.957.889.850,242.0,14.0,47695357995.0,34957889850.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,15,7.091.938.500,21.974.113.112,250.0,15.0,7091938500.0,21974113112.0
"Đầu tư vào công ty liên kết, liên doanh","Đầu tư vào công ty liên kết, liên doanh","Đầu tư vào công ty liên kết, liên doanh",252,,7.091.938.500,7.109.707.330,252.0,,7091938500.0,7109707330.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,480.000.000,42.150.308.239,253.0,,480000000.0,42150308239.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(480.000.000),(27.285.902.457),254.0,,-480000000.0,-27285902457.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,185.379.976.911,292.971.369.263,260.0,,185379976911.0,292971369263.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,16,78.943.469.014,119.075.977.074,261.0,16.0,78943469014.0,119075977074.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,9.935.258.577,10.759.849.053,262.0,,9935258577.0,10759849053.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,17,96.501.249.320,163.135.543.136,269.0,17.0,96501249320.0,163135543136.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,4.348.369.468.808,5.051.949.152.577,270.0,,4348369468808.0,5051949152577.0
