row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024 VND,01/01/2024 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__01/01/2024 VND
TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,100,,1.513.597.804.072,1.131.710.306.910,100.0,,1513597804072.0,1131710306910.0
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,5,95.024.595.087,194.659.449.343,110.0,5.0,95024595087.0,194659449343.0
Tiền,Tiền,Tiền,111,,95.024.595.087,194.659.449.343,111.0,,95024595087.0,194659449343.0
Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,Các khoản đầu tư tài chính ngắn hạn,120,,-,50.000.000.000,120.0,,,50000000000.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,123,,-,50.000.000.000,123.0,,,50000000000.0
Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,1.304.127.171.255,707.118.433.275,130.0,,1304127171255.0,707118433275.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,714.795.522.455,797.672.854.321,131.0,6.0,714795522455.0,797672854321.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,7,51.578.029.852,57.251.955.549,132.0,7.0,51578029852.0,57251955549.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,8,1.984.553.459.367,1.137.082.661.174,135.0,8.0,1984553459367.0,1137082661174.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,136,9,729.116.507.644,667.258.906.050,136.0,9.0,729116507644.0,667258906050.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,,(2.175.916.348.063),(1.952.147.943.819),137.0,,-2175916348063.0,-1952147943819.0
