row_label_raw,row_label_full,col_0,31/12/2024VND,01/01/2024VND,numeric__31/12/2024VND,numeric__01/01/2024VND
Phải trả người bán,Phải trả người bán,Phải trả người bán,-,2.731.657.000,,2731657000.0
- Công ty CP Tư vấn Xây dựng giao thông Gia Lai,- Công ty CP Tư vấn Xây dựng giao thông Gia Lai,- Công ty CP Tư vấn Xây dựng giao thông Gia Lai,-,2.731.657.000,,2731657000.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,-,35.361.874.670,,35361874670.0
- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,-,522.200.000,,522200000.0
- Công ty CP Năng Lượng Tân Thượng,- Công ty CP Năng Lượng Tân Thượng,- Công ty CP Năng Lượng Tân Thượng,-,34.839.674.670,,34839674670.0
Phải trả khác,Phải trả khác,Phải trả khác,9.564.375.501,2.090.808.961,9564375501.0,2090808961.0
- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,9.444.375.501,2.064.375.501,9444375501.0,2064375501.0
- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,-,26.433.460,,26433460.0
- Ông Bùi Pháp,- Ông Bùi Pháp,- Ông Bùi Pháp,120.000.000,-,120000000.0,
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,-,25.390.034.377,,25390034377.0
- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,-,25.390.034.377,,25390034377.0
