row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,6.996.486.968,6.824.743.217,6996486968.0,6824743217.0
- Chi phí nhân viên bán hàng,- Chi phí nhân viên bán hàng,- Chi phí nhân viên bán hàng,86.595.784,92.874.913,86595784.0,92874913.0
- Chi phí hoa hồng,- Chi phí hoa hồng,- Chi phí hoa hồng,2.214.467.603,2.300.128.394,2214467603.0,2300128394.0
- Chi phí vận chuyển,- Chi phí vận chuyển,- Chi phí vận chuyển,2.852.073.472,3.122.716.844,2852073472.0,3122716844.0
- Các chi phí bằng tiền khác,- Các chi phí bằng tiền khác,- Các chi phí bằng tiền khác,1.843.350.109,1.309.023.066,1843350109.0,1309023066.0
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,374.123.722.931,658.988.850.292,374123722931.0,658988850292.0
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",802.956.959,642.109.968,802956959.0,642109968.0
- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,- Chi phí nhân viên quản lý,42.073.388.692,57.737.198.654,42073388692.0,57737198654.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,15.164.372.568,21.491.876.166,15164372568.0,21491876166.0
"- Thuế, phí và lệ phí","- Thuế, phí và lệ phí","- Thuế, phí và lệ phí",6.653.213,2.102.187,6653213.0,2102187.0
- Chi phí/(Hoàn nhập) dự phòng,- Chi phí/(Hoàn nhập) dự phòng,- Chi phí/(Hoàn nhập) dự phòng,241.638.291.003,511.475.063.045,241638291003.0,511475063045.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,34.936.374.073,18.536.419.813,34936374073.0,18536419813.0
- Lợi thế thương mại phân bổ,- Lợi thế thương mại phân bổ,- Lợi thế thương mại phân bổ,39.501.686.423,49.104.080.459,39501686423.0,49104080459.0
,,,381.120.209.899,665.813.593.509,381120209899.0,665813593509.0
"Các khoản chi phí bán hàng, chi phí quản lý","Các khoản chi phí bán hàng, chi phí quản lý","Các khoản chi phí bán hàng, chi phí quản lý",54.545.456,220.423.662,54545456.0,220423662.0
