row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị VND,31/12/2024 > Dự phòng VND,01/01/2024 > Giá trị VND,01/01/2024 > Dự phòng VND,numeric__31/12/2024 > Giá trị VND,numeric__31/12/2024 > Dự phòng VND,numeric__01/01/2024 > Giá trị VND,numeric__01/01/2024 > Dự phòng VND
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,1.984.553.459.367,(947.439.233.363),1.135.121.287.727,(103.998.912.014),1984553459367.0,-947439233363.0,1135121287727.0,-103998912014.0
- Công ty TNHH Cung ứng Vật tư Nguyên liệu Tây Nguyên,- Công ty TNHH Cung ứng Vật tư Nguyên liệu Tây Nguyên,- Công ty TNHH Cung ứng Vật tư Nguyên liệu Tây Nguyên,-,-,248.998.555.500,(39.685.056.500),,,248998555500.0,-39685056500.0
- Công ty TNHH MTV Phạm Linh Gia Lai,- Công ty TNHH MTV Phạm Linh Gia Lai,- Công ty TNHH MTV Phạm Linh Gia Lai,-,-,158.311.573.320,-,,,158311573320.0,
- Ông Huỳnh Quốc Bình,- Ông Huỳnh Quốc Bình,- Ông Huỳnh Quốc Bình,-,-,145.083.159.082,-,,,145083159082.0,
- Công ty TNHH Phú Thành Gia Pleiku (1),- Công ty TNHH Phú Thành Gia Pleiku (1),- Công ty TNHH Phú Thành Gia Pleiku (1),438.330.000.000,(140.565.000.000),-,-,438330000000.0,-140565000000.0,,
- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên (2),- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên (2),- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên (2),22.258.000.000,-,-,-,22258000000.0,,,
- Bà Hồ Thị Mỹ Trình (3),- Bà Hồ Thị Mỹ Trình (3),- Bà Hồ Thị Mỹ Trình (3),177.506.225.330,(94.886.719.484),-,-,177506225330.0,-94886719484.0,,
- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai (4),- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai (4),- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai (4),143.020.419.820,-,-,-,143020419820.0,,,
- Công ty TNHH MTV Trường An Tây Nguyên (5),- Công ty TNHH MTV Trường An Tây Nguyên (5),- Công ty TNHH MTV Trường An Tây Nguyên (5),226.502.145.250,(692.581.524),-,-,226502145250.0,-692581524.0,,
- Bà Phạm Thị Bảy (6),- Bà Phạm Thị Bảy (6),- Bà Phạm Thị Bảy (6),201.792.000.000,-,-,-,201792000000.0,,,
- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL (7),- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL (7),- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL (7),10.000.000.000,-,-,-,10000000000.0,,,
- Các đối tượng khác (8),- Các đối tượng khác (8),- Các đối tượng khác (8),765.144.668.967,(711.294.932.355),582.727.999.825,(64.313.855.514),765144668967.0,-711294932355.0,582727999825.0,-64313855514.0
Phải thu về cho mượn ngắn hạn,Phải thu về cho mượn ngắn hạn,Phải thu về cho mượn ngắn hạn,-,-,1.961.373.447,(1.961.373.447),,,1961373447.0,-1961373447.0
- Công ty CP ĐT&PT Năng Lượng sạch Tây Nguyên,- Công ty CP ĐT&PT Năng Lượng sạch Tây Nguyên,- Công ty CP ĐT&PT Năng Lượng sạch Tây Nguyên,-,-,1.961.373.447,(1.961.373.447),,,1961373447.0,-1961373447.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,386.606.735.839,(935.000),1.124.175.308.530,(524.504.972.365),386606735839.0,-935000.0,1124175308530.0,-524504972365.0
- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL (7),- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL (7),- Công ty CP Trồng rừng và Cây công nghiệp ĐLGL (7),334.945.984.599,-,377.565.000.443,(327.315.000.443),334945984599.0,,377565000443.0,-327315000443.0
- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,- Công ty CP Công nghiệp Khai thác Chế biến đá Tây Nguyên,935.000,(935.000),313.765.000.000,(39.685.056.500),935000.0,-935000.0,313765000000.0,-39685056500.0
- Công ty TNHH Phú Thành Gia Pleiku,- Công ty TNHH Phú Thành Gia Pleiku,- Công ty TNHH Phú Thành Gia Pleiku,-,-,248.884.000.000,(52.404.500.000),,,248884000000.0,-52404500000.0
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,51.659.816.240,-,183.961.308.087,(105.100.415.422),51659816240.0,,183961308087.0,-105100415422.0
,,,2.371.160.195.206,(947.440.168.363),2.261.257.969.704,(630.465.257.826),2371160195206.0,-947440168363.0,2261257969704.0,-630465257826.0
Phải thu khác là bên liên quan(Chi tiết tại thuyết minh số 37),Phải thu khác là bên liên quan(Chi tiết tại thuyết minh số 37),Phải thu khác là bên liên quan(Chi tiết tại thuyết minh số 37),143.020.419.820,,-,,143020419820.0,,,
