row_label_raw,row_label_full,Bên khác trả tiền trước,1.436.974.952.374,2.531.258.159.047,numeric__1.436.974.952.374,numeric__2.531.258.159.047
Ứng trước của hợp đồng xây dựng,Ứng trước của hợp đồng xây dựng,Ứng trước của hợp đồng xây dựng,1.200.096.559.715,2.244.120.695.965,1200096559715.0,2244120695965.0
Ứng trước của hợp đồng mua căn hộ,Ứng trước của hợp đồng mua căn hộ,Ứng trước của hợp đồng mua căn hộ,230.186.090.537,270.506.712.358,230186090537.0,270506712358.0
Ứng trước khác,Ứng trước khác,Ứng trước khác,6.692.302.122,16.630.750.724,6692302122.0,16630750724.0
Bên liên quan trả tiền trước(Thuyết minh số 32),Bên liên quan trả tiền trước(Thuyết minh số 32),Bên liên quan trả tiền trước(Thuyết minh số 32),1.457.266.868,-,1457266868.0,
,,,1.438.432.219.242,2.531.258.159.047,1438432219242.0,2531258159047.0
