row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số cuối năm > Giá trị thuần,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,Số đầu năm > Giá trị thuần,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị thuần,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị thuần
Công ty Cổ phần Xây dựng Uyên Sang An,Công ty Cổ phần Xây dựng Uyên Sang An,Công ty Cổ phần Xây dựng Uyên Sang An,135.255.675.075,(87.545.197.489),47.710.477.586,94.016.573.177,(69.270.185.399),24.746.387.778,135255675075.0,-87545197489.0,47710477586.0,94016573177.0,-69270185399.0,24746387778.0
Công ty Cổ phần Hóa dầu Quân Đôi,Công ty Cổ phần Hóa dầu Quân Đôi,Công ty Cổ phần Hóa dầu Quân Đôi,55.690.224.534,(22.732.383.638),32.957.840.896,13.849.642.828,(2.461.079.771),11.388.563.057,55690224534.0,-22732383638.0,32957840896.0,13849642828.0,-2461079771.0,11388563057.0
Công ty Cổ phần May Lê Trực,Công ty Cổ phần May Lê Trực,Công ty Cổ phần May Lê Trực,20.253.196.896,(12.323.727.993),7.929.468.903,19.279.730.080,(8.055.736.283),11.223.993.797,20253196896.0,-12323727993.0,7929468903.0,19279730080.0,-8055736283.0,11223993797.0
Khác,Khác,Khác,552.513.760.875,(203.107.284.517),349.406.476.358,305.474.673.370,(200.188.815.484),105.285.857.886,552513760875.0,-203107284517.0,349406476358.0,305474673370.0,-200188815484.0,105285857886.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,763.712.857.380,(325.708.593.637),438.004.263.743,432.620.619.455,(279.975.816.937),152.644.802.518,763712857380.0,-325708593637.0,438004263743.0,432620619455.0,-279975816937.0,152644802518.0
