row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ sử dụng cho công trình xây dựng","Ngắn hạn > Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng",82.540.990.967,99.163.263.265,82540990967.0,99163263265.0
Phí bảo lãnh,Ngắn hạn > Phí bảo lãnh,Phí bảo lãnh,2.617.923.861,4.264.153.664,2617923861.0,4264153664.0
Khác,Ngắn hạn > Khác,Khác,26.560.439.785,7.715.324.968,26560439785.0,7715324968.0
,,,111.719.354.613,111.142.741.897,111719354613.0,111142741897.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ sử dụng cho công trình xây dựng","Dài hạn > Công cụ, dụng cụ sử dụng cho công trình xây dựng","Công cụ, dụng cụ sử dụng cho công trình xây dựng",161.955.934.147,90.206.787.303,161955934147.0,90206787303.0
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,115.382.715.876,5.721.768.439,115382715876.0,5721768439.0
Phí bảo lãnh,Dài hạn > Phí bảo lãnh,Phí bảo lãnh,13.208.125.394,11.849.371.364,13208125394.0,11849371364.0
"Chi phí môi giới, tiếp thị","Dài hạn > Chi phí môi giới, tiếp thị","Chi phí môi giới, tiếp thị",8.372.169.222,30.850.448.464,8372169222.0,30850448464.0
Chi phí nhà mẫu dự án Lakeside,Dài hạn > Chi phí nhà mẫu dự án Lakeside,Chi phí nhà mẫu dự án Lakeside,3.573.150.043,-,3573150043.0,
Khác,Dài hạn > Khác,Khác,20.880.672.249,3.650.853.508,20880672249.0,3650853508.0
,,,323.372.766.931,142.279.229.078,323372766931.0,142279229078.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,435.092.121.544,253.421.970.975,435092121544.0,253421970975.0
