row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Khác,VND Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Khác,numeric__VND Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,40.240.252.840,9.026.438.203,1.216.005.358,50.482.696.401,40240252840.0,9026438203.0,1216005358.0,50482696401.0
Mua mới,Nguyên giá > Mua mới,Mua mới,,281.100.000,,281.100.000,,281100000.0,,281100000.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,-,274.300.000,-,274.300.000,,274300000.0,,274300000.0
Giảm do thay đổi quyền sở hữu trong công ty con,Nguyên giá > Giảm do thay đổi quyền sở hữu trong công ty con,Giảm do thay đổi quyền sở hữu trong công ty con,(450.000.000),-,-,(450.000.000),-450000000.0,,,-450000000.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,39.790.252.840,9.581.838.203,1.216.005.358,50.588.096.401,39790252840.0,9581838203.0,1216005358.0,50588096401.0
Trong đó: Đã hao mòn hết,Nguyên giá > Trong đó: Đã hao mòn hết,Trong đó: Đã hao mòn hết,-,1.572.160.385,299.322.858,1.871.483.243,,1572160385.0,299322858.0,1871483243.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số đầu năm,Giá trị hao mòn lũy kế > Số đầu năm,Số đầu năm,-,(5.424.328.167),(852.782.250),(6.277.110.417),,-5424328167.0,-852782250.0,-6277110417.0
Hao mòn trong năm,Giá trị hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,-,(1.374.363.078),(183.336.504),(1.557.699.582),,-1374363078.0,-183336504.0,-1557699582.0
Phân loại lại,Giá trị hao mòn lũy kế > Phân loại lại,Phân loại lại,-,(17.142.759),-,(17.142.759),,-17142759.0,,-17142759.0
Số cuối năm,Giá trị hao mòn lũy kế > Số cuối năm,Số cuối năm,-,(6.815.834.004),(1.036.118.754),(7.851.952.758),,-6815834004.0,-1036118754.0,-7851952758.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,40.240.252.840,3.602.110.036,363.223.108,44.205.585.984,40240252840.0,3602110036.0,363223108.0,44205585984.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,39.790.252.840,2.766.004.199,179.886.604,42.736.143.643,39790252840.0,2766004199.0,179886604.0,42736143643.0
Trong đó: Tài sản sử dụng để thế chấp(Thuyết minh số 22.1),Giá trị còn lại > Trong đó: Tài sản sử dụng để thế chấp(Thuyết minh số 22.1),Trong đó: Tài sản sử dụng để thế chấp(Thuyết minh số 22.1),4.500.924.600,-,-,4.500.924.600,4500924600.0,,,4500924600.0
