row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26.1,16.048.373.213.147,10.787.641.014.042,,261.0,16048373213147.0,10787641014042.0
02,02,02,2. Các khoản giảm trừ doanh thu,26.1,(11.109.186.538),(21.435.189.943),,261.0,-11109186538.0,-21435189943.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,16.037.264.026.609,10.766.205.824.099,,261.0,16037264026609.0,10766205824099.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,27,(14.350.897.343.861),(9.533.761.465.530),,27.0,-14350897343861.0,-9533761465530.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.686.366.682.748,1.232.444.358.569,,,1686366682748.0,1232444358569.0
21,21,21,6. Doanh thu hoạt động tài chính,26.2,121.293.688.721,102.760.488.158,,262.0,121293688721.0,102760488158.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,28,(268.727.869.192) (265.822.089.374),(152.732.246.167) (145.159.759.539),,28.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,28,(268.727.869.192) (265.822.089.374),(152.732.246.167) (145.159.759.539),,28.0,,
24,24,24,"8. Lãi từ các công ty liên doanh, liên kết",,26.196.587.194,3.920.176.597,,,26196587194.0,3920176597.0
25,25,25,9. Chi phí bán hàng,29,(58.208.763.869),(104.804.100.935),,29.0,-58208763869.0,-104804100935.0
26,26,26,10. Chi phí quản lý doanh nghiệp,29,(473.090.910.198),(377.610.472.158),,29.0,-473090910198.0,-377610472158.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,1.033.829.415.404,703.978.204.064,,,1033829415404.0,703978204064.0
31,31,31,12. Thu nhập khác,30,49.493.570.946,18.573.801.099,,30.0,49493570946.0,18573801099.0
32,32,32,13. Chi phí khác,30,(9.596.444.900),(7.279.920.311),,30.0,-9596444900.0,-7279920311.0
40,40,40,14. Lợi nhuận khác,30,39.897.126.046,11.293.880.788,,30.0,39897126046.0,11293880788.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,1.073.726.541.450,715.272.084.852,,,1073726541450.0,715272084852.0
51,51,51,16. Chi phí thuế TNDN hiện hành,31.1,(221.249.815.969),(98.981.437.954),,311.0,-221249815969.0,-98981437954.0
52,52,52,17. Thu nhập (chi phí) thuế TNDN hoãn lại,31.1,8.033.330.239,(48.277.443.972),,311.0,8033330239.0,-48277443972.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,860.510.055.720,568.013.202.926,,,860510055720.0,568013202926.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,859.188.706.270,567.045.986.811,,,859188706270.0,567045986811.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,1.321.349.450,967.216.115,,,1321349450.0,967216115.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,25,5.994,3.950,,25.0,5994.0,3950.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,25,5.994,3.950,,25.0,5994.0,3950.0
