row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,49.493.570.946,18.573.801.099,49493570946.0,18573801099.0
Lãi chậm thanh toán,Lãi chậm thanh toán,Lãi chậm thanh toán,23.378.875.107,5.371.448.628,23378875107.0,5371448628.0
"Lãi từ thanh lý công cụ, dụng cụ","Lãi từ thanh lý công cụ, dụng cụ","Lãi từ thanh lý công cụ, dụng cụ",8.935.594.058,4.148.484.705,8935594058.0,4148484705.0
Tiền đặt cọc nhận được do khách hàng hủy hợp đồng,Tiền đặt cọc nhận được do khách hàng hủy hợp đồng,Tiền đặt cọc nhận được do khách hàng hủy hợp đồng,3.005.327.412,1.788.807.313,3005327412.0,1788807313.0
Thu từ bảo hiểm,Thu từ bảo hiểm,Thu từ bảo hiểm,2.000.000.000,-,2000000000.0,
Khác,Khác,Khác,12.173.774.369,7.265.060.453,12173774369.0,7265060453.0
Chi phí khác,Chi phí khác,Chi phí khác,(9.596.444.900),(7.279.920.311),-9596444900.0,-7279920311.0
Tiền phạt,Tiền phạt,Tiền phạt,(7.251.687.202),-,-7251687202.0,
Lỗ từ thanh lý tài sản cố định,Lỗ từ thanh lý tài sản cố định,Lỗ từ thanh lý tài sản cố định,-,(2.121.995.113),,-2121995113.0
Khác,Khác,Khác,(2.344.757.698),(5.157.925.198),-2344757698.0,-5157925198.0
LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,39.897.126.046,11.293.880.788,39897126046.0,11293880788.0
