row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,1.073.726.541.450,715.272.084.852,,,1073726541450.0,715272084852.0
02,02,02,Khấu hao và hao mòn tài sản cố định,"13, 14, 16",211.049.410.459,157.206.663.512,,,211049410459.0,157206663512.0
03,03,03,Dự phòng,,106.745.515.538,163.724.974.346,,,106745515538.0,163724974346.0
04,04,04,(Lỗ) lãi chênh lệch tỉ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(17.485.155),108.777.887,,,-17485155.0,108777887.0
05,05,05,Lãi từ hoạt động đầu tư,,(131.779.915.687),(80.929.670.366),,,-131779915687.0,-80929670366.0
06,06,06,Chi phí lãi vay,28,265.822.089.374,145.159.759.539,,28.0,265822089374.0,145159759539.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.525.546.155.979,1.100.542.589.770,,,1525546155979.0,1100542589770.0
09,09,09,Tăng các khoản phải thu,,(2.541.095.937.947),(2.538.261.965.728),,,-2541095937947.0,-2538261965728.0
10,10,10,Giảm (tăng) hàng tồn kho,,29.279.924.481,(64.749.364.423),,,29279924481.0,-64749364423.0
11,11,11,Tăng các khoản phải trả,,568.603.422.984,2.293.750.929.863,,,568603422984.0,2293750929863.0
12,12,12,Tăng chi phí trả trước,,(181.670.150.569),(58.976.358.215),,,-181670150569.0,-58976358215.0
14,14,14,Tiền lãi vay đã trả,,(254.198.913.926),(142.180.746.543),,,-254198913926.0,-142180746543.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(150.062.361.165),(75.767.242.599),,,-150062361165.0,-75767242599.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,-,14.590.146.226,,,,14590146226.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(91.468.569.795),(199.727.655.838),,,-91468569795.0,-199727655838.0
20,20,20,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động kinh doanh,,(1.095.066.429.958),329.220.332.513,,,-1095066429958.0,329220332513.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chỉ để mua sắm, xây dựng tài sản cố định",,(589.089.363.742),(601.825.679.069),,,-589089363742.0,-601825679069.0
22,22,22,Tiền thu từ thanh lý tài sản cố định,,23.337.881.658,3.953.017.110,,,23337881658.0,3953017110.0
23,23,23,"Tiền gửi tiết kiệm, chi cho vay",,(82.053.998.245),(454.850.633.774),,,-82053998245.0,-454850633774.0
24,24,24,Tiền thu hồi cho vay,,360.862.855.207,27.904.273.477,,,360862855207.0,27904273477.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về),,(170.196.608.890),(119.161.885.839),,,-170196608890.0,-119161885839.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,1.000.000.000,-,,,1000000000.0,
27,27,27,Tiền lãi và cổ tức nhận được,,99.216.100.295,130.996.161.766,,,99216100295.0,130996161766.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(356.923.133.717),(1.012.984.746.329),,,-356923133717.0,-1012984746329.0
