row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Năm nay,Năm trước,,
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,58.208.763.869,104.804.100.935,58208763869.0,104804100935.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,27.265.853.248,36.815.110.166,27265853248.0,36815110166.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,15.292.754.412,25.978.878.766,15292754412.0,25978878766.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,3.827.642.916,32.150.792.664,3827642916.0,32150792664.0
Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,366.931.566,240.000.000,366931566.0,240000000.0
Khác,Khác,Khác,11.455.581.727,9.619.319.339,11455581727.0,9619319339.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,473.090.910.198,377.610.472.158,473090910198.0,377610472158.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,256.843.200.535,163.275.428.728,256843200535.0,163275428728.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,89.079.036.809,63.327.205.480,89079036809.0,63327205480.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,61.980.615.709,115.994.279.566,61980615709.0,115994279566.0
Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,11.944.690.189,10.038.645.214,11944690189.0,10038645214.0
Khác,Khác,Khác,53.243.366.956,24.974.913.170,53243366956.0,24974913170.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,531.299.674.067,482.414.573.093,531299674067.0,482414573093.0
