row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,16.048.373.213.147,10.787.641.014.042,16048373213147.0,10787641014042.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng,Trong đó: > Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,15.007.992.066.235,9.269.552.134.872,15007992066235.0,9269552134872.0
"Doanh thu bán hàng hóa bất động sản, căn hộ và đất nền","Trong đó: > Doanh thu bán hàng hóa bất động sản, căn hộ và đất nền","Doanh thu bán hàng hóa bất động sản, căn hộ và đất nền",916.590.747.925,1.097.842.256.047,916590747925.0,1097842256047.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,50.095.486.839,17.218.638.233,50095486839.0,17218638233.0
Doanh thu kinh doanh cơ sở hạ tầng,Trong đó: > Doanh thu kinh doanh cơ sở hạ tầng,Doanh thu kinh doanh cơ sở hạ tầng,319.368.320,320.133.804.968,319368320.0,320133804968.0
Khác,Trong đó: > Khác,Khác,73.375.543.828,82.894.179.922,73375543828.0,82894179922.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(11.109.186.538),(21.435.189.943),-11109186538.0,-21435189943.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,16.037.264.026.609,10.766.205.824.099,16037264026609.0,10766205824099.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng (*),Trong đó: > Doanh thu hợp đồng xây dựng (*),Doanh thu hợp đồng xây dựng (*),14.996.882.879.697,9.249.364.508.929,14996882879697.0,9249364508929.0
"Doanh thu bán hàng hóa bất động sản, căn hộ và đất nền","Trong đó: > Doanh thu bán hàng hóa bất động sản, căn hộ và đất nền","Doanh thu bán hàng hóa bất động sản, căn hộ và đất nền",916.590.747.925,1.097.842.256.047,916590747925.0,1097842256047.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,50.095.486.839,17.218.638.233,50095486839.0,17218638233.0
Doanh thu kinh doanh cơ sở hạ tầng,Trong đó: > Doanh thu kinh doanh cơ sở hạ tầng,Doanh thu kinh doanh cơ sở hạ tầng,319.368.320,320.132.566.918,319368320.0,320132566918.0
Khác,Trong đó: > Khác,Khác,73.375.543.828,82.894.179.922,73375543828.0,82894179922.0
